dat_iniciosemana;dat_fimsemana;ano_referencia;mes_referencia;num_revisao;nom_semanaoperativa;cod_modelos;id_subsistema;nom_subsistema;nom_usina;val_cvu
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;121;NE;NORDESTE;CRATO;1024.39
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;135;NE;NORDESTE;MARAMBAIA;1024.39
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;109;NE;NORDESTE;ALTOS;1024.39
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;119;NE;NORDESTE;CAUCAIA;1024.39
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;113;NE;NORDESTE;BATURITE;1024.39
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;144;NE;NORDESTE;PETROLINA;1118.01
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;159;NE;NORDESTE;TERMOMANAU;1133.07
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;160;NE;NORDESTE;PAU FERRO;1133.07
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;107;S;SUL;PAMPA SUL;69.75
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;156;S;SUL;CANDIOTA_3;87.06
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;149;S;SUL;SAO SEPE;87.75
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;24;S;SUL;J.LACER. C;206.84
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;25;S;SUL;J.LACER. B;244.14
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;27;S;SUL;J.LAC. A2;245.21
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;26;S;SUL;J.LAC. A1;270.48
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;169;S;SUL;MADEIRA;311.70
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;48;S;SUL;ARAUCARIA;468.39
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;28;S;SUL;FIGUEIRA;475.68
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;35;S;SUL;URUGUAIANA;606.28
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;64;S;SUL;S.TIARAJU;698.14
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;65;SE;SUDESTE;ATLAN_CSA;0.00
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;13;SE;SUDESTE;ANGRA 2;20.12
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;1;SE;SUDESTE;ANGRA 1;31.17
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;171;SE;SUDESTE;NORTEFLU 1;83.80
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;172;SE;SUDESTE;NORTEFLU 2;94.87
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;146;SE;SUDESTE;UTE STA VI;121.49
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;173;SE;SUDESTE;NORTEFLU 3;181.36
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;183;SE;SUDESTE;ATLANTICO;193.82
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;211;SE;SUDESTE;BAIXADA FL;195.03
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;86;SE;SUDESTE;SANTA CRUZ;198.08
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;68;SE;SUDESTE;TRES LAGOA;224.56
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;47;SE;SUDESTE;TERMORIO;267.93
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;54;SE;SUDESTE;JUIZ DE FO;283.74
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;15;SE;SUDESTE;LUIZORMELO;301.28
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;4;SE;SUDESTE;ST.CRUZ 34;310.41
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;97;SE;SUDESTE;CUBATAO;335.99
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;62;SE;SUDESTE;SEROPEDICA;343.77
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;174;SE;SUDESTE;NORTEFLU 4;401.52
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;63;SE;SUDESTE;AUR.CHAVES;402.81
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;50;SE;SUDESTE;PIRAT.12 O;470.34
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;12;SE;SUDESTE;CUIABA CC;487.65
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;110;SE;SUDESTE;FGASPARIAN;548.04
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;90;SE;SUDESTE;M.LAGO;612.39
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;49;SE;SUDESTE;VIANA;680.78
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;182;SE;SUDESTE;PALMEIR_GO;761.08
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;194;SE;SUDESTE;TNORTE 2;910.86
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;9;SE;SUDESTE;CAMPOS;978.10
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;153;SE;SUDESTE;DAIA;1178.85
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;155;SE;SUDESTE;GOIANIA 2;1236.05
2020-12-26;2021-01-01;2021;1;0;PMO Janeiro 2021;108;SE;SUDESTE;XAVANTES;1695.49
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;204;N;NORTE;JARAQUI;0.00
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;203;N;NORTE;C. ROCHA;0.00
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;209;N;NORTE;TAMBAQUI;0.00
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;207;N;NORTE;PONTA NEGR;0.00
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;205;N;NORTE;MANAUARA;0.00
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;212;N;NORTE;MARANHAO3;85.72
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;201;N;NORTE;APARECIDA;95.66
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;140;N;NORTE;UTE MAUA 3;95.66
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;116;N;NORTE;PARNAIB_IV;151.69
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;176;N;NORTE;P. ITAQUI;178.25
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;422;N;NORTE;MARAN_VL_7;182.90
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;437;N;NORTE;MARANIVL_7;182.90
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;421;N;NORTE;MARAN_VL22;182.90
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;436;N;NORTE;MARANIVL22;182.90
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;446;N;NORTE;N.VEN2_L22;232.01
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;447;N;NORTE;N.VEN2_L7;232.27
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;70;N;NORTE;GERAMAR2;680.77
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;73;N;NORTE;GERAMAR1;680.77
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;106;NE;NORDESTE;ERB CANDEI;87.81
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;96;NE;NORDESTE;TERMOPE;153.27
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;147;NE;NORDESTE;PROSPERIDA;165.61
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;167;NE;NORDESTE;P.PECEM1;173.15
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;163;NE;NORDESTE;P.PECEM2;183.98
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;224;NE;NORDESTE;PSERGIPE I;206.08
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;42;NE;NORDESTE;FORTALEZA;223.72
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;74;NE;NORDESTE;R.ALMEIDA;345.02
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;58;NE;NORDESTE;TERMOCEARA;371.45
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;83;NE;NORDESTE;JS_PEREIRA;445.29
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;43;NE;NORDESTE;C.FURTADO;452.01
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;221;NE;NORDESTE;SYKUE I;510.12
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;98;NE;NORDESTE;PERNAMBU_3;580.41
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;57;NE;NORDESTE;MARACANAU;658.16
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;152;NE;NORDESTE;TERMOCABO;672.61
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;67;NE;NORDESTE;TERMONE;677.88
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;69;NE;NORDESTE;TERMOPB;677.88
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;52;NE;NORDESTE;CAMPINA_GR;680.80
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;170;NE;NORDESTE;SUAPE II;686.33
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;55;NE;NORDESTE;GLOBAL II;772.37
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;53;NE;NORDESTE;GLOBAL I;772.37
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;112;NE;NORDESTE;BAHIA_1;815.30
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;161;NE;NORDESTE;POTIGUAR_3;1000.82
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;151;NE;NORDESTE;POTIGUAR;1000.83
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;164;NE;NORDESTE;MURICY;1019.02
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;166;NE;NORDESTE;AREMBEPE;1019.02
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;117;NE;NORDESTE;C.MAIOR;1024.39
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;119;NE;NORDESTE;CAUCAIA;1024.39
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;138;NE;NORDESTE;NAZARIA;1024.39
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;113;NE;NORDESTE;BATURITE;1024.39
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;125;NE;NORDESTE;PECEM;1024.39
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;111;NE;NORDESTE;ARACATI;1024.39
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;135;NE;NORDESTE;MARAMBAIA;1024.39
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;121;NE;NORDESTE;CRATO;1024.39
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;109;NE;NORDESTE;ALTOS;1024.39
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;127;NE;NORDESTE;IGUATU;1024.39
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;133;NE;NORDESTE;JUAZEIRO N;1024.39
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;144;NE;NORDESTE;PETROLINA;1118.01
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;159;NE;NORDESTE;TERMOMANAU;1133.07
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;160;NE;NORDESTE;PAU FERRO;1133.07
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;107;S;SUL;PAMPA SUL;69.75
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;156;S;SUL;CANDIOTA_3;87.06
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;149;S;SUL;SAO SEPE;87.75
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;24;S;SUL;J.LACER. C;206.84
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;25;S;SUL;J.LACER. B;244.14
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;27;S;SUL;J.LAC. A2;245.21
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;26;S;SUL;J.LAC. A1;270.48
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;169;S;SUL;MADEIRA;311.70
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;48;S;SUL;ARAUCARIA;468.39
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;28;S;SUL;FIGUEIRA;475.68
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;35;S;SUL;URUGUAIANA;606.28
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;64;S;SUL;S.TIARAJU;698.14
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;65;SE;SUDESTE;ATLAN_CSA;0.00
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;13;SE;SUDESTE;ANGRA 2;20.12
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;1;SE;SUDESTE;ANGRA 1;31.17
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;171;SE;SUDESTE;NORTEFLU 1;83.80
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;172;SE;SUDESTE;NORTEFLU 2;94.87
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;146;SE;SUDESTE;UTE STA VI;121.49
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;173;SE;SUDESTE;NORTEFLU 3;181.36
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;183;SE;SUDESTE;ATLANTICO;193.82
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;211;SE;SUDESTE;BAIXADA FL;195.03
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;86;SE;SUDESTE;SANTA CRUZ;198.08
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;68;SE;SUDESTE;TRES LAGOA;224.56
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;47;SE;SUDESTE;TERMORIO;267.93
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;54;SE;SUDESTE;JUIZ DE FO;283.74
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;15;SE;SUDESTE;LUIZORMELO;301.28
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;4;SE;SUDESTE;ST.CRUZ 34;310.41
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;97;SE;SUDESTE;CUBATAO;335.99
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;62;SE;SUDESTE;SEROPEDICA;343.77
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;174;SE;SUDESTE;NORTEFLU 4;401.52
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;63;SE;SUDESTE;AUR.CHAVES;402.81
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;50;SE;SUDESTE;PIRAT.12 O;470.34
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;12;SE;SUDESTE;CUIABA CC;487.65
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;110;SE;SUDESTE;FGASPARIAN;548.04
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;90;SE;SUDESTE;M.LAGO;612.39
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;49;SE;SUDESTE;VIANA;680.78
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;182;SE;SUDESTE;PALMEIR_GO;761.08
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;194;SE;SUDESTE;TNORTE 2;910.86
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;9;SE;SUDESTE;CAMPOS;978.10
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;153;SE;SUDESTE;DAIA;1178.85
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;155;SE;SUDESTE;GOIANIA 2;1236.05
2021-01-02;2021-01-08;2021;1;1;PMO Janeiro 2021 - Revisão 1;108;SE;SUDESTE;XAVANTES;1695.49
2021-01-09;2021-01-15;2021;1;2;PMO Janeiro 2021 - Revisão 2;203;N;NORTE;C. ROCHA;0.00
2021-01-09;2021-01-15;2021;1;2;PMO Janeiro 2021 - Revisão 2;207;N;NORTE;PONTA NEGR;0.00
2021-01-09;2021-01-15;2021;1;2;PMO Janeiro 2021 - Revisão 2;204;N;NORTE;JARAQUI;0.00
2021-01-09;2021-01-15;2021;1;2;PMO Janeiro 2021 - Revisão 2;205;N;NORTE;MANAUARA;0.00
2021-01-09;2021-01-15;2021;1;2;PMO Janeiro 2021 - Revisão 2;209;N;NORTE;TAMBAQUI;0.00
2021-01-09;2021-01-15;2021;1;2;PMO Janeiro 2021 - Revisão 2;201;N;NORTE;APARECIDA;82.15
2021-01-09;2021-01-15;2021;1;2;PMO Janeiro 2021 - Revisão 2;140;N;NORTE;UTE MAUA 3;82.15
2021-01-09;2021-01-15;2021;1;2;PMO Janeiro 2021 - Revisão 2;212;N;NORTE;MARANHAO3;85.72
2021-01-09;2021-01-15;2021;1;2;PMO Janeiro 2021 - Revisão 2;436;N;NORTE;MARANIVL22;150.79
2021-01-09;2021-01-15;2021;1;2;PMO Janeiro 2021 - Revisão 2;422;N;NORTE;MARAN_VL_7;150.79
2021-01-09;2021-01-15;2021;1;2;PMO Janeiro 2021 - Revisão 2;421;N;NORTE;MARAN_VL22;150.79
2021-01-09;2021-01-15;2021;1;2;PMO Janeiro 2021 - Revisão 2;437;N;NORTE;MARANIVL_7;150.79
2021-01-09;2021-01-15;2021;1;2;PMO Janeiro 2021 - Revisão 2;116;N;NORTE;PARNAIB_IV;151.69
2021-01-09;2021-01-15;2021;1;2;PMO Janeiro 2021 - Revisão 2;176;N;NORTE;P. ITAQUI;205.29
2021-01-09;2021-01-15;2021;1;2;PMO Janeiro 2021 - Revisão 2;446;N;NORTE;N.VEN2_L22;232.01
2021-01-09;2021-01-15;2021;1;2;PMO Janeiro 2021 - Revisão 2;447;N;NORTE;N.VEN2_L7;232.27
2021-01-09;2021-01-15;2021;1;2;PMO Janeiro 2021 - Revisão 2;70;N;NORTE;GERAMAR2;717.42
2021-01-09;2021-01-15;2021;1;2;PMO Janeiro 2021 - Revisão 2;73;N;NORTE;GERAMAR1;717.42
2021-01-09;2021-01-15;2021;1;2;PMO Janeiro 2021 - Revisão 2;106;NE;NORDESTE;ERB CANDEI;87.81
2021-01-09;2021-01-15;2021;1;2;PMO Janeiro 2021 - Revisão 2;96;NE;NORDESTE;TERMOPE;153.27
2021-01-09;2021-01-15;2021;1;2;PMO Janeiro 2021 - Revisão 2;147;NE;NORDESTE;PROSPERIDA;165.61
2021-01-09;2021-01-15;2021;1;2;PMO Janeiro 2021 - Revisão 2;167;NE;NORDESTE;P.PECEM1;201.85
2021-01-09;2021-01-15;2021;1;2;PMO Janeiro 2021 - Revisão 2;163;NE;NORDESTE;P.PECEM2;211.15
2021-01-09;2021-01-15;2021;1;2;PMO Janeiro 2021 - Revisão 2;42;NE;NORDESTE;FORTALEZA;223.72
