Data,Geração programada,Geração verificada,temperatura,velocidade_vento,direcao_vento
2021-01-01 00:00:00,257.5,291.246,20.5,23.2,83
2021-01-01 01:00:00,234.5,297.211,19.9,26.3,100
2021-01-01 02:00:00,221.0,286.336,18.9,25.6,92
2021-01-01 03:00:00,206.0,266.143,18.2,25.6,92
2021-01-01 04:00:00,187.5,262.873,17.9,24.5,93
2021-01-01 05:00:00,171.0,246.994,17.9,24.2,93
2021-01-01 06:00:00,163.5,222.862,18.2,24.2,94
2021-01-01 07:00:00,163.5,254.567,19.4,24.9,92
2021-01-01 08:00:00,161.0,221.275,21.0,24.1,91
2021-01-01 09:00:00,136.0,139.679,22.9,20.9,93
2021-01-01 10:00:00,90.0,99.043,24.9,18.4,94
2021-01-01 11:00:00,52.5,48.548,26.4,11.7,108
2021-01-01 12:00:00,37.0,23.597,27.1,9.5,119
2021-01-01 13:00:00,31.5,26.433,28.2,8.6,123
2021-01-01 14:00:00,31.5,19.036,28.6,6.9,137
2021-01-01 15:00:00,38.0,19.896,28.9,7.4,133
2021-01-01 16:00:00,54.5,35.871,28.4,8.8,125
2021-01-01 17:00:00,82.0,29.687,27.7,10.6,114
2021-01-01 18:00:00,116.5,101.123,25.5,14.9,97
2021-01-01 19:00:00,152.0,179.55,24.4,19.6,96
2021-01-01 20:00:00,173.0,240.119,23.4,18.9,98
2021-01-01 21:00:00,176.0,225.801,23.3,19.8,89
2021-01-01 22:00:00,185.0,201.583,22.1,20.5,88
2021-01-01 23:00:00,213.0,166.745,21.5,19.8,87
2021-01-02 00:00:00,246.0,195.523,21.1,20.6,84
2021-01-02 01:00:00,224.0,238.778,20.9,22.4,79
2021-01-02 02:00:00,200.5,206.069,20.3,23.5,96
2021-01-02 03:00:00,170.5,183.537,19.5,22.9,98
2021-01-02 04:00:00,139.5,196.486,18.9,21.3,92
2021-01-02 05:00:00,113.5,199.571,18.5,21.2,89
2021-01-02 06:00:00,104.5,196.45,18.6,21.2,90
2021-01-02 07:00:00,110.0,153.861,20.3,18.4,86
2021-01-02 08:00:00,108.5,77.862,22.3,18.6,81
2021-01-02 09:00:00,88.0,37.894,24.1,18.3,80
2021-01-02 10:00:00,55.5,12.229,26.1,14.5,84
2021-01-02 11:00:00,30.0,9.97,27.2,9.8,96
2021-01-02 12:00:00,20.5,14.25,27.6,8.8,125
2021-01-02 13:00:00,17.5,26.46,28.1,10.0,139
2021-01-02 14:00:00,17.5,29.404,28.7,11.5,139
2021-01-02 15:00:00,21.5,114.747,28.5,13.3,128
2021-01-02 16:00:00,33.5,205.793,27.6,12.4,107
2021-01-02 17:00:00,61.0,261.06,27.0,13.1,106
2021-01-02 18:00:00,91.5,218.816,25.6,16.1,100
2021-01-02 19:00:00,96.5,223.115,24.6,22.4,94
2021-01-02 20:00:00,86.5,262.557,23.7,22.8,84
2021-01-02 21:00:00,90.5,245.68,23.6,22.3,92
2021-01-02 22:00:00,121.0,215.179,22.2,20.9,93
2021-01-02 23:00:00,185.5,195.287,21.7,21.3,96
2021-01-03 00:00:00,249.5,242.806,21.3,22.1,97
2021-01-03 01:00:00,242.0,280.464,20.9,25.8,102
2021-01-03 02:00:00,226.5,273.181,20.2,25.4,97
2021-01-03 03:00:00,206.0,277.42,19.7,26.0,93
2021-01-03 04:00:00,194.0,255.543,19.1,25.9,89
2021-01-03 05:00:00,192.5,230.41,18.6,24.8,91
2021-01-03 06:00:00,191.5,261.368,18.6,23.1,94
2021-01-03 07:00:00,195.0,259.446,19.9,19.1,90
2021-01-03 08:00:00,188.5,252.718,21.9,20.2,85
2021-01-03 09:00:00,156.5,214.104,23.2,21.6,89
2021-01-03 10:00:00,115.5,184.372,24.9,16.9,90
2021-01-03 11:00:00,83.5,144.346,26.1,12.0,99
2021-01-03 12:00:00,59.5,90.63,26.1,13.2,107
2021-01-03 13:00:00,42.5,83.756,26.9,13.5,106
2021-01-03 14:00:00,38.0,80.878,27.3,15.0,100
2021-01-03 15:00:00,40.0,74.918,27.3,15.2,94
2021-01-03 16:00:00,47.5,97.927,27.8,15.5,102
2021-01-03 17:00:00,66.0,105.836,27.1,20.1,99
2021-01-03 18:00:00,91.0,144.63,25.2,22.4,86
2021-01-03 19:00:00,96.5,221.767,23.6,21.6,87
2021-01-03 20:00:00,89.5,251.692,22.4,22.1,83
2021-01-03 21:00:00,93.5,244.619,22.3,22.8,95
2021-01-03 22:00:00,102.5,227.983,21.5,22.2,82
2021-01-03 23:00:00,129.0,237.586,20.9,21.1,81
2021-01-04 00:00:00,253.5,282.657,20.5,19.1,87
2021-01-04 01:00:00,228.0,303.372,20.0,21.4,103
2021-01-04 02:00:00,201.0,277.299,19.8,26.3,103
2021-01-04 03:00:00,184.0,255.601,19.1,24.6,102
2021-01-04 04:00:00,191.0,248.569,18.5,24.4,99
2021-01-04 05:00:00,208.0,229.404,18.1,22.9,98
2021-01-04 06:00:00,223.0,213.096,18.0,22.1,96
2021-01-04 07:00:00,237.5,222.224,19.4,18.0,89
2021-01-04 08:00:00,242.5,200.571,20.9,19.4,89
2021-01-04 09:00:00,227.0,166.262,23.2,19.4,100
2021-01-04 10:00:00,197.0,149.104,25.1,13.3,109
2021-01-04 11:00:00,167.0,101.206,26.3,12.6,117
2021-01-04 12:00:00,137.5,79.855,27.2,14.5,117
2021-01-04 13:00:00,107.0,77.84,27.4,17.9,109
2021-01-04 14:00:00,92.0,96.212,27.5,16.5,110
2021-01-04 15:00:00,98.0,111.191,27.6,15.8,114
2021-01-04 16:00:00,117.0,125.729,27.8,17.9,112
2021-01-04 17:00:00,122.5,147.159,26.9,23.7,116
2021-01-04 18:00:00,124.5,156.075,24.2,28.4,120
2021-01-04 19:00:00,152.0,157.565,23.1,26.3,113
2021-01-04 20:00:00,187.5,146.112,22.6,27.2,105
2021-01-04 21:00:00,222.5,143.925,22.4,23.8,108
2021-01-04 22:00:00,253.5,195.711,21.4,23.1,108
2021-01-04 23:00:00,265.5,259.196,20.9,21.9,113
2021-01-05 00:00:00,289.5,302.317,20.5,30.6,114
2021-01-05 01:00:00,278.5,288.938,19.0,29.1,112
2021-01-05 02:00:00,264.5,286.673,18.0,27.6,107
2021-01-05 03:00:00,255.0,298.577,17.4,26.9,102
2021-01-05 04:00:00,256.0,300.943,17.1,27.3,99
2021-01-05 05:00:00,259.5,308.953,16.8,27.6,98
2021-01-05 06:00:00,262.5,308.171,16.9,27.3,98
2021-01-05 07:00:00,265.5,300.921,18.3,26.6,99
2021-01-05 08:00:00,263.0,297.562,20.5,24.2,95
2021-01-05 09:00:00,253.5,277.425,22.3,26.0,100
2021-01-05 10:00:00,250.5,257.077,24.4,25.8,103
2021-01-05 11:00:00,254.0,250.46,26.5,24.3,105
2021-01-05 12:00:00,224.5,218.867,27.7,23.6,106
2021-01-05 13:00:00,161.0,237.03,28.7,24.8,109
2021-01-05 14:00:00,127.5,227.758,28.6,27.1,115
2021-01-05 15:00:00,130.5,244.389,28.0,28.1,113
2021-01-05 16:00:00,148.0,212.575,27.2,25.7,110
2021-01-05 17:00:00,162.0,237.74,26.4,26.9,106
2021-01-05 18:00:00,185.0,173.858,24.5,24.6,95
2021-01-05 19:00:00,216.0,145.497,23.3,25.2,93
2021-01-05 20:00:00,235.5,173.735,22.4,21.8,99
2021-01-05 21:00:00,241.0,196.796,22.2,21.7,119
2021-01-05 22:00:00,246.5,231.497,22.2,26.3,115
2021-01-05 23:00:00,260.0,246.86,21.7,25.6,110
2021-01-06 00:00:00,287.0,256.34,21.2,28.6,111
2021-01-06 01:00:00,280.0,246.626,19.9,27.7,111
2021-01-06 02:00:00,263.5,190.693,18.8,25.9,106
2021-01-06 03:00:00,251.5,154.455,17.9,23.4,101
2021-01-06 04:00:00,249.0,154.014,17.5,22.6,99
2021-01-06 05:00:00,241.0,204.685,17.3,22.1,97
2021-01-06 06:00:00,235.0,223.522,17.4,21.6,93
2021-01-06 07:00:00,242.5,252.228,18.5,22.0,91
2021-01-06 08:00:00,249.0,273.982,20.5,23.1,93
2021-01-06 09:00:00,240.0,219.068,22.6,23.3,103
2021-01-06 10:00:00,212.5,176.4,24.5,23.9,113
2021-01-06 11:00:00,172.5,108.684,26.0,22.9,116
2021-01-06 12:00:00,126.0,72.172,27.2,21.1,117
2021-01-06 13:00:00,92.5,73.0,28.0,19.3,119
2021-01-06 14:00:00,81.0,95.6,28.4,18.7,118
2021-01-06 15:00:00,85.5,132.643,28.2,19.0,117
2021-01-06 16:00:00,93.5,135.054,27.5,19.2,113
2021-01-06 17:00:00,112.0,165.283,26.6,19.6,107
2021-01-06 18:00:00,142.0,203.927,24.6,20.8,104
2021-01-06 19:00:00,161.5,253.686,23.2,29.1,112
2021-01-06 20:00:00,168.0,238.653,21.8,24.6,111
2021-01-06 21:00:00,179.0,192.391,21.9,24.7,119
2021-01-06 22:00:00,210.0,140.037,20.5,20.4,116
2021-01-06 23:00:00,257.0,164.605,19.7,21.3,101
2021-01-07 00:00:00,280.5,287.487,19.2,22.3,90
2021-01-07 01:00:00,273.0,281.692,19.0,26.9,98
2021-01-07 02:00:00,250.5,277.681,18.2,26.4,96
2021-01-07 03:00:00,228.0,272.099,17.5,25.2,92
2021-01-07 04:00:00,212.0,271.405,17.1,24.5,93
2021-01-07 05:00:00,195.0,266.017,17.0,23.9,95
2021-01-07 06:00:00,171.0,264.733,17.2,23.4,94
2021-01-07 07:00:00,141.0,225.885,18.5,24.3,96
2021-01-07 08:00:00,104.5,200.935,20.4,22.0,92
2021-01-07 09:00:00,61.0,129.672,22.6,19.5,88
2021-01-07 10:00:00,31.5,36.431,24.9,13.4,84
2021-01-07 11:00:00,19.5,6.079,26.7,5.8,60
2021-01-07 12:00:00,14.5,9.371,28.5,2.2,9
2021-01-07 13:00:00,14.0,5.648,29.5,1.8,270
2021-01-07 14:00:00,17.0,4.317,30.2,4.1,218
2021-01-07 15:00:00,23.5,12.512,30.3,6.9,174
2021-01-07 16:00:00,39.0,26.067,29.6,9.7,153
2021-01-07 17:00:00,61.0,25.0,28.6,11.7,133
2021-01-07 18:00:00,78.0,72.422,26.3,14.9,110
2021-01-07 19:00:00,78.0,121.011,24.4,17.1,83
2021-01-07 20:00:00,71.0,211.46,22.9,17.3,54
2021-01-07 21:00:00,74.0,189.598,22.9,23.1,85
2021-01-07 22:00:00,84.0,152.303,22.3,26.1,97
2021-01-07 23:00:00,108.0,122.546,21.6,22.7,92
2021-01-08 00:00:00,183.0,120.471,20.7,19.1,91
2021-01-08 01:00:00,227.5,191.695,19.9,15.5,87
2021-01-08 02:00:00,222.5,198.441,19.8,27.3,103
2021-01-08 03:00:00,192.0,246.645,18.3,24.2,101
2021-01-08 04:00:00,162.0,273.976,17.5,23.2,96
2021-01-08 05:00:00,131.0,271.035,17.3,23.4,88
2021-01-08 06:00:00,108.0,243.371,17.5,22.6,81
2021-01-08 07:00:00,95.5,182.764,19.6,21.3,79
2021-01-08 08:00:00,87.5,103.209,21.5,19.3,81
2021-01-08 09:00:00,63.5,64.599,23.7,18.0,78
2021-01-08 10:00:00,38.5,17.868,26.1,14.2,81
2021-01-08 11:00:00,24.5,6.088,27.4,5.8,94
2021-01-08 12:00:00,18.5,6.572,27.6,5.1,141
2021-01-08 13:00:00,18.5,7.3,28.6,6.0,163
2021-01-08 14:00:00,20.0,25.564,29.0,6.9,152
2021-01-08 15:00:00,26.5,33.525,29.1,9.2,135
2021-01-08 16:00:00,41.0,39.05,28.8,11.6,116
2021-01-08 17:00:00,64.5,77.707,28.0,13.2,107
2021-01-08 18:00:00,86.5,139.604,25.9,15.1,90
2021-01-08 19:00:00,88.5,142.744,24.5,19.1,92
2021-01-08 20:00:00,78.5,186.806,23.4,21.7,83
2021-01-08 21:00:00,77.0,207.759,23.7,22.0,86
2021-01-08 22:00:00,91.5,216.164,23.2,24.4,81
2021-01-08 23:00:00,139.0,215.841,22.7,22.8,78
2021-01-09 00:00:00,217.5,227.659,21.9,19.1,78
2021-01-09 01:00:00,224.0,245.326,21.7,19.4,80
2021-01-09 02:00:00,204.5,229.048,21.6,25.6,92
2021-01-09 03:00:00,167.5,231.014,20.3,25.6,92
2021-01-09 04:00:00,133.0,223.287,19.5,22.6,81
2021-01-09 05:00:00,106.0,202.977,19.0,22.4,75
2021-01-09 06:00:00,90.5,178.784,19.2,20.2,68
2021-01-09 07:00:00,87.0,175.209,20.9,16.4,75
2021-01-09 08:00:00,84.5,179.53,22.8,15.4,79
2021-01-09 09:00:00,59.5,94.811,24.1,16.9,79
2021-01-09 10:00:00,32.0,40.655,25.9,13.2,61
2021-01-09 11:00:00,18.5,20.8,26.7,9.4,50
2021-01-09 12:00:00,13.5,7.445,27.3,7.7,53
2021-01-09 13:00:00,14.0,2.746,27.6,7.1,75
2021-01-09 14:00:00,14.5,16.106,27.8,7.1,105
2021-01-09 15:00:00,16.5,17.107,28.0,6.0,123
2021-01-09 16:00:00,24.5,36.644,28.1,7.7,127
2021-01-09 17:00:00,35.5,23.925,27.2,9.8,126
2021-01-09 18:00:00,47.5,14.483,25.9,9.8,107
2021-01-09 19:00:00,46.5,48.403,24.7,9.5,81
2021-01-09 20:00:00,42.0,14.853,24.0,11.6,36
2021-01-09 21:00:00,45.5,16.309,23.5,13.4,110
2021-01-09 22:00:00,35.5,25.771,23.9,17.7,107
2021-01-09 23:00:00,28.5,25.252,23.2,16.7,97
2021-01-10 00:00:00,101.0,49.231,22.6,19.0,100
2021-01-10 01:00:00,150.5,28.471,21.9,15.5,89
2021-01-10 02:00:00,162.5,62.9,22.5,9.5,115
2021-01-10 03:00:00,144.0,105.486,21.3,17.8,122
2021-01-10 04:00:00,123.0,55.283,20.2,18.2,98
2021-01-10 05:00:00,101.0,52.293,19.7,19.5,88
2021-01-10 06:00:00,92.5,67.358,19.3,18.4,88
2021-01-10 07:00:00,105.5,61.253,21.2,15.5,85
2021-01-10 08:00:00,106.5,92.274,23.1,16.3,84
2021-01-10 09:00:00,74.0,84.068,24.3,13.7,88
2021-01-10 10:00:00,38.0,58.112,25.5,11.2,86
2021-01-10 11:00:00,21.0,61.769,25.7,9.1,72
2021-01-10 12:00:00,17.0,56.111,26.7,9.1,97
2021-01-10 13:00:00,17.5,37.329,27.3,10.3,102
2021-01-10 14:00:00,15.5,32.624,27.7,12.5,102
2021-01-10 15:00:00,16.0,14.213,28.0,13.3,93
2021-01-10 16:00:00,20.5,126.944,27.8,12.1,80
2021-01-10 17:00:00,31.5,119.905,26.9,11.5,70
2021-01-10 18:00:00,49.0,67.459,25.1,11.1,54
2021-01-10 19:00:00,45.0,35.166,24.0,9.8,84
2021-01-10 20:00:00,32.0,22.483,23.6,7.3,79
2021-01-10 21:00:00,31.0,1.239,22.4,16.3,317
2021-01-10 22:00:00,25.5,0.391,21.5,9.9,280
2021-01-10 23:00:00,29.0,0.0,20.6,13.7,288
2021-01-11 00:00:00,39.0,5.822,19.9,11.9,273
2021-01-11 01:00:00,80.5,0.802,19.6,10.3,282
2021-01-11 02:00:00,104.5,0.002,19.3,8.3,275
2021-01-11 03:00:00,103.0,0.003,19.0,4.5,241
2021-01-11 04:00:00,97.5,0.964,18.9,2.9,150
2021-01-11 05:00:00,98.5,12.725,18.8,10.0,120
2021-01-11 06:00:00,100.0,12.913,19.0,14.8,133
2021-01-11 07:00:00,113.0,27.375,21.1,10.6,118
2021-01-11 08:00:00,136.5,39.168,23.0,14.6,99
2021-01-11 09:00:00,126.5,14.543,24.4,10.3,102
2021-01-11 10:00:00,81.5,12.513,25.1,8.2,113
2021-01-11 11:00:00,39.5,20.719,26.0,3.3,96
2021-01-11 12:00:00,21.5,17.058,26.6,5.1,94
2021-01-11 13:00:00,21.0,37.339,27.4,11.6,106
2021-01-11 14:00:00,20.5,60.553,27.8,10.5,106
2021-01-11 15:00:00,20.0,41.515,27.1,3.9,112
2021-01-11 16:00:00,26.5,23.646,27.2,3.1,144
2021-01-11 17:00:00,40.5,4.071,25.3,10.8,90
2021-01-11 18:00:00,58.5,0.36,23.0,1.3,326
2021-01-11 19:00:00,59.5,0.192,22.1,5.2,124
2021-01-11 20:00:00,52.5,0.0,21.1,7.5,73
2021-01-11 21:00:00,50.5,0.021,21.5,11.2,69
2021-01-11 22:00:00,42.0,0.0,21.3,8.9,47
2021-01-11 23:00:00,42.5,0.0,20.6,7.2,37
2021-01-12 00:00:00,46.5,6.06,20.3,6.4,38
2021-01-12 01:00:00,78.0,20.397,20.1,6.1,45
2021-01-12 02:00:00,89.0,43.279,20.0,8.9,122
2021-01-12 03:00:00,79.5,38.074,20.1,15.3,124
2021-01-12 04:00:00,78.5,75.871,19.6,14.6,99
2021-01-12 05:00:00,85.0,122.639,19.2,10.1,88
2021-01-12 06:00:00,85.5,139.063,19.4,15.8,107
2021-01-12 07:00:00,89.5,98.102,20.8,13.5,106
2021-01-12 08:00:00,99.0,81.705,22.6,16.5,100
2021-01-12 09:00:00,91.5,25.333,24.3,16.2,86
2021-01-12 10:00:00,70.5,11.884,25.9,12.6,92
2021-01-12 11:00:00,49.5,3.872,27.0,8.3,88
2021-01-12 12:00:00,36.5,2.705,27.4,6.8,115
2021-01-12 13:00:00,36.0,4.733,28.0,8.6,112
2021-01-12 14:00:00,39.5,36.586,27.8,10.3,115
2021-01-12 15:00:00,41.5,39.497,28.1,10.1,117
2021-01-12 16:00:00,44.5,142.802,27.7,11.0,109
2021-01-12 17:00:00,57.0,166.047,26.5,14.1,122
2021-01-12 18:00:00,78.5,174.568,24.9,17.6,105
2021-01-12 19:00:00,83.5,158.483,23.1,17.7,114
2021-01-12 20:00:00,76.0,62.805,22.4,13.7,108
2021-01-12 21:00:00,70.5,21.605,21.4,7.1,66
2021-01-12 22:00:00,54.0,2.698,21.6,9.2,116
2021-01-12 23:00:00,43.0,1.679,21.6,9.3,126
2021-01-13 00:00:00,72.0,5.343,21.4,7.6,115
2021-01-13 01:00:00,85.0,13.708,19.8,11.5,88
2021-01-13 02:00:00,105.0,7.58,19.5,15.1,72
2021-01-13 03:00:00,115.0,27.545,19.2,15.7,79
2021-01-13 04:00:00,111.5,85.596,18.6,17.2,79
2021-01-13 05:00:00,121.0,120.612,18.4,18.6,80
2021-01-13 06:00:00,130.5,128.626,18.7,18.8,95
2021-01-13 07:00:00,154.5,179.81,19.8,21.6,101
2021-01-13 08:00:00,195.0,180.08,21.4,20.9,91
2021-01-13 09:00:00,195.5,133.726,22.5,16.2,90
2021-01-13 10:00:00,141.5,73.577,24.2,13.7,95
2021-01-13 11:00:00,85.5,47.474,25.6,11.7,99
2021-01-13 12:00:00,51.5,7.935,26.8,12.1,100
2021-01-13 13:00:00,34.5,12.17,28.1,12.9,108
2021-01-13 14:00:00,27.5,27.357,27.7,9.7,121
2021-01-13 15:00:00,33.5,11.975,24.0,6.7,286
2021-01-13 16:00:00,52.0,18.267,21.0,12.5,12
2021-01-13 17:00:00,71.0,19.578,22.2,7.9,39
2021-01-13 18:00:00,92.5,33.142,21.6,11.8,63
2021-01-13 19:00:00,112.5,33.129,20.9,14.5,60
2021-01-13 20:00:00,114.5,14.995,20.3,16.8,81
2021-01-13 21:00:00,95.5,18.1,21.8,19.5,86
2021-01-13 22:00:00,81.5,129.322,21.8,22.2,107
2021-01-13 23:00:00,83.0,175.932,21.1,22.2,110
2021-01-14 00:00:00,104.5,222.54,20.5,19.7,99
2021-01-14 01:00:00,137.0,234.041,20.0,20.9,92
2021-01-14 02:00:00,168.5,236.365,19.4,20.5,91
2021-01-14 03:00:00,185.0,220.21,19.3,21.6,88
2021-01-14 04:00:00,193.0,230.091,19.1,21.6,86
2021-01-14 05:00:00,210.0,240.281,19.1,21.7,97
2021-01-14 06:00:00,225.0,240.398,19.1,23.2,103
2021-01-14 07:00:00,246.0,247.866,20.0,22.6,104
2021-01-14 08:00:00,266.5,232.646,21.3,20.7,103
2021-01-14 09:00:00,254.0,214.837,22.8,20.8,100
2021-01-14 10:00:00,203.5,221.685,24.4,18.9,104
2021-01-14 11:00:00,144.0,189.129,25.5,18.3,100
2021-01-14 12:00:00,102.5,171.552,26.2,17.0,103
2021-01-14 13:00:00,77.0,167.09,26.7,18.9,103
2021-01-14 14:00:00,70.5,214.53,27.1,18.8,102
2021-01-14 15:00:00,75.5,194.255,26.0,15.8,102
2021-01-14 16:00:00,68.0,141.137,26.8,18.8,110
2021-01-14 17:00:00,58.5,181.907,23.8,21.0,103
2021-01-14 18:00:00,67.5,206.571,23.1,12.6,77
2021-01-14 19:00:00,75.0,228.551,22.1,13.7,87
2021-01-14 20:00:00,68.5,259.202,22.2,18.8,97
2021-01-14 21:00:00,65.0,235.412,22.4,19.7,81
2021-01-14 22:00:00,69.0,261.112,21.5,18.8,94
2021-01-14 23:00:00,89.0,249.536,21.2,20.1,105
2021-01-15 00:00:00,160.5,287.202,21.1,25.3,118
2021-01-15 01:00:00,171.5,301.275,20.4,26.7,117
2021-01-15 02:00:00,185.5,297.392,19.5,25.4,108
2021-01-15 03:00:00,190.5,291.064,18.8,25.2,104
2021-01-15 04:00:00,195.5,284.206,18.6,23.5,105
2021-01-15 05:00:00,215.0,242.706,18.6,23.4,100
2021-01-15 06:00:00,229.5,247.155,18.7,24.2,95
2021-01-15 07:00:00,241.5,214.963,19.6,25.9,91
2021-01-15 08:00:00,256.0,255.536,21.1,23.8,88
2021-01-15 09:00:00,245.0,233.239,22.3,24.0,98
2021-01-15 10:00:00,200.0,175.744,23.3,23.5,96
2021-01-15 11:00:00,144.0,150.109,25.0,20.3,97
2021-01-15 12:00:00,109.0,132.67,26.0,18.6,100
2021-01-15 13:00:00,98.0,91.194,27.1,17.0,95
2021-01-15 14:00:00,91.5,75.347,27.5,16.8,99
2021-01-15 15:00:00,91.5,89.897,27.1,17.0,96
2021-01-15 16:00:00,94.0,137.626,27.1,19.5,92
2021-01-15 17:00:00,111.5,241.349,26.2,23.8,108
2021-01-15 18:00:00,144.0,209.239,24.5,25.6,114
2021-01-15 19:00:00,172.5,205.597,23.1,27.2,119
2021-01-15 20:00:00,187.5,208.763,21.4,25.5,113
2021-01-15 21:00:00,192.0,281.543,20.8,23.9,106
2021-01-15 22:00:00,210.0,304.15,20.0,21.9,104
2021-01-15 23:00:00,241.5,293.353,19.6,23.5,108
2021-01-16 00:00:00,274.5,274.844,19.4,25.0,108
2021-01-16 01:00:00,273.0,279.171,19.1,26.0,107
2021-01-16 02:00:00,265.0,250.894,18.8,25.0,102
2021-01-16 03:00:00,258.0,240.806,18.6,24.4,99
2021-01-16 04:00:00,267.5,273.574,18.3,23.2,97
2021-01-16 05:00:00,280.5,295.917,17.9,23.1,95
2021-01-16 06:00:00,289.5,288.35,18.0,22.7,93
2021-01-16 07:00:00,291.0,211.323,19.2,25.4,97
2021-01-16 08:00:00,284.5,237.48,20.9,25.1,97
2021-01-16 09:00:00,253.0,240.472,23.2,26.8,95
2021-01-16 10:00:00,199.5,215.911,24.5,26.3,94
2021-01-16 11:00:00,144.0,184.504,25.4,23.8,93
2021-01-16 12:00:00,101.0,168.977,26.5,20.5,91
2021-01-16 13:00:00,78.0,140.391,27.3,18.0,92
2021-01-16 14:00:00,73.5,102.103,27.6,18.1,95
2021-01-16 15:00:00,83.5,131.856,27.5,17.8,97
2021-01-16 16:00:00,99.0,140.295,27.2,20.2,106
2021-01-16 17:00:00,118.0,164.627,25.6,23.7,116
2021-01-16 18:00:00,147.5,224.495,24.3,21.9,110
2021-01-16 19:00:00,180.5,254.46,22.8,24.9,87
2021-01-16 20:00:00,198.5,278.487,21.4,19.9,86
2021-01-16 21:00:00,213.5,245.465,22.6,24.3,105
2021-01-16 22:00:00,240.5,272.754,21.8,26.0,112
2021-01-16 23:00:00,267.5,298.546,21.3,25.7,110
2021-01-17 00:00:00,298.5,273.481,20.4,28.0,108
2021-01-17 01:00:00,290.5,274.822,19.6,31.8,110
2021-01-17 02:00:00,278.5,250.2,18.6,31.9,110
2021-01-17 03:00:00,275.5,262.671,17.6,28.3,105
2021-01-17 04:00:00,286.5,308.247,17.0,27.0,100
2021-01-17 05:00:00,293.5,317.025,16.6,26.0,95
2021-01-17 06:00:00,292.0,306.516,16.5,25.6,92
2021-01-17 07:00:00,281.5,307.021,18.0,29.6,100
2021-01-17 08:00:00,265.5,253.895,19.8,29.2,103
2021-01-17 09:00:00,226.5,235.562,21.4,25.0,105
2021-01-17 10:00:00,167.5,313.497,23.4,24.2,108
2021-01-17 11:00:00,113.0,299.421,25.1,22.8,111
2021-01-17 12:00:00,82.5,275.808,26.2,21.6,114
2021-01-17 13:00:00,78.0,248.36,27.0,20.8,118
2021-01-17 14:00:00,92.5,223.52,27.2,20.0,120
2021-01-17 15:00:00,108.0,201.453,27.7,20.1,117
2021-01-17 16:00:00,121.0,208.997,27.3,23.8,117
2021-01-17 17:00:00,145.5,224.342,26.1,28.2,115
2021-01-17 18:00:00,174.5,178.87,23.6,31.8,112
2021-01-17 19:00:00,217.5,191.834,22.3,29.4,109
2021-01-17 20:00:00,262.0,198.097,21.8,28.0,106
2021-01-17 21:00:00,274.0,249.853,21.8,21.1,110
2021-01-17 22:00:00,285.5,281.823,21.0,25.1,114
2021-01-17 23:00:00,295.5,288.937,20.8,29.5,114
2021-01-18 00:00:00,308.0,269.013,19.8,33.0,112
2021-01-18 01:00:00,297.5,240.471,18.5,31.0,108
2021-01-18 02:00:00,281.0,301.151,17.6,29.5,108
2021-01-18 03:00:00,269.0,305.011,17.0,28.6,107
2021-01-18 04:00:00,272.0,307.394,16.5,27.8,103
2021-01-18 05:00:00,279.0,300.437,16.8,27.8,100
2021-01-18 06:00:00,279.5,277.019,16.7,25.7,96
2021-01-18 07:00:00,269.5,268.292,18.2,28.2,96
2021-01-18 08:00:00,255.5,272.99,20.2,27.4,95
2021-01-18 09:00:00,217.0,244.667,22.1,25.4,97
2021-01-18 10:00:00,148.5,193.461,24.1,22.6,98
2021-01-18 11:00:00,83.5,137.111,26.0,19.0,100
2021-01-18 12:00:00,56.0,62.532,27.3,14.2,106
2021-01-18 13:00:00,60.0,33.505,28.2,12.2,114
2021-01-18 14:00:00,73.0,36.527,28.5,12.4,120
2021-01-18 15:00:00,87.0,31.513,28.7,14.2,117
2021-01-18 16:00:00,110.5,54.486,27.3,24.7,121
2021-01-18 17:00:00,148.5,293.014,24.6,27.8,109
2021-01-18 18:00:00,193.0,287.724,23.4,27.9,104
2021-01-18 19:00:00,237.5,262.259,22.6,30.0,106
2021-01-18 20:00:00,261.5,250.04,21.9,29.1,102
2021-01-18 21:00:00,261.5,265.724,21.6,24.9,104
2021-01-18 22:00:00,269.5,291.41,21.1,24.9,100
2021-01-18 23:00:00,278.0,305.906,20.8,25.2,107
2021-01-19 00:00:00,290.0,309.467,20.2,27.1,107
2021-01-19 01:00:00,277.5,296.368,19.4,30.7,103
2021-01-19 02:00:00,263.0,285.881,18.2,28.6,101
2021-01-19 03:00:00,256.5,276.033,17.4,27.6,97
2021-01-19 04:00:00,266.0,284.127,17.0,26.8,96
2021-01-19 05:00:00,270.5,293.452,16.5,25.7,96
2021-01-19 06:00:00,262.5,286.308,16.4,25.4,97
2021-01-19 07:00:00,249.5,283.036,17.6,24.8,99
2021-01-19 08:00:00,235.0,280.392,19.1,24.3,98
2021-01-19 09:00:00,197.5,250.628,21.1,23.5,95
2021-01-19 10:00:00,140.0,195.986,22.9,22.3,99
2021-01-19 11:00:00,86.5,144.914,24.7,19.7,105
2021-01-19 12:00:00,59.5,98.647,26.6,18.9,111
2021-01-19 13:00:00,59.5,75.964,27.6,17.6,113
2021-01-19 14:00:00,75.5,51.898,28.1,16.3,115
2021-01-19 15:00:00,85.5,63.247,28.1,16.1,119
2021-01-19 16:00:00,95.5,102.183,27.7,18.9,125
2021-01-19 17:00:00,126.5,168.592,26.6,22.5,117
