Data,Geração programada,Geração verificada,temperatura,velocidade_vento,direcao_vento
2021-05-19 04:00:00,127.5,174.653,16.3,16.6,89
2021-05-19 05:00:00,110.0,166.221,16.1,17.0,84
2021-05-19 06:00:00,85.0,145.486,15.9,16.3,84
2021-05-19 07:00:00,68.0,144.48,17.7,14.7,79
2021-05-19 08:00:00,65.0,135.312,20.0,13.5,81
2021-05-19 09:00:00,63.0,113.329,22.2,14.7,73
2021-05-19 10:00:00,48.5,110.617,24.6,13.7,95
2021-05-19 11:00:00,34.0,77.277,25.9,13.8,110
2021-05-19 12:00:00,32.5,68.473,26.8,13.2,119
2021-05-19 13:00:00,39.0,58.197,27.3,12.0,123
2021-05-19 14:00:00,50.5,47.106,27.5,12.6,127
2021-05-19 15:00:00,71.5,50.094,27.1,15.6,128
2021-05-19 16:00:00,97.0,62.193,26.0,20.3,127
2021-05-19 17:00:00,117.5,129.647,24.6,17.8,111
2021-05-19 18:00:00,138.0,226.833,22.8,24.7,109
2021-05-19 19:00:00,164.5,293.95,21.6,25.8,103
2021-05-19 20:00:00,174.5,253.287,20.4,24.1,93
2021-05-19 21:00:00,176.0,241.696,19.9,23.3,82
2021-05-19 22:00:00,196.0,224.05,19.1,23.0,76
2021-05-19 23:00:00,224.0,199.508,18.4,22.0,75
2021-05-20 00:00:00,220.0,186.371,17.9,21.6,75
2021-05-20 01:00:00,205.0,192.453,17.4,21.2,75
2021-05-20 02:00:00,196.0,225.322,17.0,21.5,76
2021-05-20 03:00:00,192.0,251.656,16.7,20.9,79
2021-05-20 04:00:00,182.0,288.987,16.2,21.3,88
2021-05-20 05:00:00,168.5,278.231,15.7,21.3,94
2021-05-20 06:00:00,155.5,248.511,15.3,19.5,87
2021-05-20 07:00:00,155.0,206.098,16.5,19.2,84
2021-05-20 08:00:00,163.5,188.224,18.0,19.2,85
2021-05-20 09:00:00,154.5,179.24,20.2,19.1,89
2021-05-20 10:00:00,126.0,150.51,22.8,19.2,95
2021-05-20 11:00:00,95.5,130.586,24.8,18.9,99
2021-05-20 12:00:00,83.0,102.682,26.1,19.0,100
2021-05-20 13:00:00,88.5,78.582,26.6,17.7,103
2021-05-20 14:00:00,100.0,85.395,26.8,17.0,107
2021-05-20 15:00:00,121.5,98.893,26.5,17.3,111
2021-05-20 16:00:00,152.0,123.165,25.6,19.2,113
2021-05-20 17:00:00,192.0,133.405,24.0,20.1,114
2021-05-20 18:00:00,234.5,196.2,21.8,22.9,114
2021-05-20 19:00:00,260.0,262.061,20.8,24.7,106
2021-05-20 20:00:00,263.5,293.995,19.9,25.7,96
2021-05-20 21:00:00,263.0,280.032,19.7,25.2,92
2021-05-20 22:00:00,264.5,266.664,19.0,25.6,89
2021-05-20 23:00:00,268.0,280.262,18.8,26.4,85
2021-05-21 00:00:00,240.5,281.989,18.3,25.0,84
2021-05-21 01:00:00,228.5,264.672,17.8,24.0,82
2021-05-21 02:00:00,221.5,235.513,17.2,24.3,84
2021-05-21 03:00:00,218.5,209.431,16.6,23.5,84
2021-05-21 04:00:00,212.0,188.87,16.0,23.0,81
2021-05-21 05:00:00,202.5,192.945,15.7,24.0,82
2021-05-21 06:00:00,199.5,230.414,15.9,24.5,86
2021-05-21 07:00:00,212.0,228.317,16.9,21.6,86
2021-05-21 08:00:00,225.0,229.451,18.8,22.4,84
2021-05-21 09:00:00,216.0,239.87,20.6,23.4,92
2021-05-21 10:00:00,183.5,211.396,22.4,24.2,93
2021-05-21 11:00:00,143.0,149.526,24.4,23.5,94
2021-05-21 12:00:00,122.0,131.091,25.8,21.8,98
2021-05-21 13:00:00,117.0,111.504,26.5,20.1,99
2021-05-21 14:00:00,117.5,103.08,26.7,18.7,101
2021-05-21 15:00:00,132.5,112.933,26.4,18.7,101
2021-05-21 16:00:00,158.5,115.143,25.7,19.1,102
2021-05-21 17:00:00,190.5,127.271,24.1,18.8,102
2021-05-21 18:00:00,225.0,187.983,21.8,20.6,102
2021-05-21 19:00:00,252.5,238.288,20.7,23.2,103
2021-05-21 20:00:00,265.0,247.729,19.9,25.1,103
2021-05-21 21:00:00,269.5,249.823,19.1,23.5,94
2021-05-21 22:00:00,275.0,265.796,18.5,24.1,90
2021-05-21 23:00:00,279.0,273.34,18.2,23.8,88
2021-05-22 00:00:00,252.0,253.246,17.8,24.2,87
2021-05-22 01:00:00,242.0,252.593,17.4,23.5,84
2021-05-22 02:00:00,240.0,261.593,16.9,24.0,82
2021-05-22 03:00:00,237.5,244.278,16.5,23.9,83
2021-05-22 04:00:00,221.5,227.101,15.8,22.4,85
2021-05-22 05:00:00,198.0,227.063,15.4,22.8,85
2021-05-22 06:00:00,179.0,226.191,15.6,22.0,85
2021-05-22 07:00:00,177.5,226.254,16.7,26.6,91
2021-05-22 08:00:00,185.5,210.229,18.4,23.8,93
2021-05-22 09:00:00,178.0,176.218,20.7,19.9,96
2021-05-22 10:00:00,151.0,134.251,23.1,20.0,98
2021-05-22 11:00:00,120.5,117.688,25.2,20.3,103
2021-05-22 12:00:00,105.5,91.518,26.3,19.1,106
2021-05-22 13:00:00,103.0,76.281,27.1,18.1,107
2021-05-22 14:00:00,109.0,78.649,27.3,17.9,109
2021-05-22 15:00:00,124.5,101.461,27.0,18.3,112
2021-05-22 16:00:00,141.0,121.31,26.2,19.8,109
2021-05-22 17:00:00,166.5,143.463,24.6,20.2,106
2021-05-22 18:00:00,202.5,214.917,22.4,23.1,111
2021-05-22 19:00:00,234.5,255.533,21.3,27.4,91
2021-05-22 20:00:00,248.5,263.854,20.5,26.3,94
2021-05-22 21:00:00,249.0,228.932,19.9,25.1,78
2021-05-22 22:00:00,249.0,188.844,19.4,23.9,79
2021-05-22 23:00:00,249.0,193.392,18.8,24.1,80
2021-05-23 00:00:00,243.0,219.133,18.5,24.3,83
2021-05-23 01:00:00,229.0,256.546,18.0,25.9,88
2021-05-23 02:00:00,218.0,228.494,17.3,24.6,85
2021-05-23 03:00:00,211.5,186.288,16.8,22.3,88
2021-05-23 04:00:00,206.0,175.826,17.0,19.4,91
2021-05-23 05:00:00,200.5,202.731,17.5,18.0,91
2021-05-23 06:00:00,196.0,197.853,17.6,22.3,91
2021-05-23 07:00:00,192.5,196.744,18.3,18.7,88
2021-05-23 08:00:00,194.5,190.284,19.9,21.6,89
2021-05-23 09:00:00,193.0,187.314,21.7,20.9,90
2021-05-23 10:00:00,170.0,198.795,24.0,20.9,93
2021-05-23 11:00:00,145.0,196.709,25.8,21.1,98
2021-05-23 12:00:00,129.0,198.197,27.0,21.7,101
2021-05-23 13:00:00,120.5,211.737,27.7,21.7,102
2021-05-23 14:00:00,121.0,226.164,27.9,20.1,100
2021-05-23 15:00:00,128.5,212.258,27.5,20.1,99
2021-05-23 16:00:00,144.5,193.222,26.6,20.7,98
2021-05-23 17:00:00,162.0,167.041,24.9,20.4,99
2021-05-23 18:00:00,193.0,209.745,22.4,21.2,100
2021-05-23 19:00:00,227.0,232.755,21.3,23.8,94
2021-05-23 20:00:00,240.0,222.032,20.4,24.1,91
2021-05-23 21:00:00,236.5,208.112,19.6,22.7,91
2021-05-23 22:00:00,233.0,204.255,19.1,22.5,97
2021-05-23 23:00:00,228.5,198.696,18.6,21.4,110
2021-05-24 00:00:00,225.0,228.906,18.1,21.7,109
2021-05-24 01:00:00,208.0,239.313,17.7,24.5,92
2021-05-24 02:00:00,194.0,236.029,17.4,26.6,77
2021-05-24 03:00:00,181.0,255.842,17.0,24.2,75
2021-05-24 04:00:00,160.0,259.338,16.5,22.9,74
2021-05-24 05:00:00,135.5,258.848,16.0,22.8,74
2021-05-24 06:00:00,111.5,265.766,15.7,22.6,68
2021-05-24 07:00:00,92.5,244.659,17.6,21.7,69
2021-05-24 08:00:00,82.5,227.028,20.5,20.5,79
2021-05-24 09:00:00,76.0,193.445,22.7,19.5,93
2021-05-24 10:00:00,66.5,143.37,24.7,18.4,101
2021-05-24 11:00:00,56.5,84.714,26.2,17.0,107
2021-05-24 12:00:00,54.0,70.842,27.2,16.6,112
2021-05-24 13:00:00,63.5,62.728,27.9,16.5,113
2021-05-24 14:00:00,83.0,72.323,28.2,16.9,117
2021-05-24 15:00:00,111.0,92.047,27.7,17.4,117
2021-05-24 16:00:00,143.5,95.125,26.4,18.7,113
2021-05-24 17:00:00,182.0,136.371,24.7,21.6,105
2021-05-24 18:00:00,219.0,262.493,22.4,25.1,98
2021-05-24 19:00:00,240.5,269.956,21.1,27.1,95
2021-05-24 20:00:00,248.0,297.873,20.2,27.0,92
2021-05-24 21:00:00,240.5,295.938,19.4,26.4,95
2021-05-24 22:00:00,225.5,286.93,18.6,25.9,92
2021-05-24 23:00:00,210.0,297.955,18.2,26.6,89
2021-05-25 00:00:00,235.5,295.593,17.8,27.5,85
2021-05-25 01:00:00,200.5,260.122,17.7,29.0,84
2021-05-25 02:00:00,167.5,249.512,17.2,27.7,81
2021-05-25 03:00:00,143.5,250.844,16.6,27.7,81
2021-05-25 04:00:00,125.5,213.999,16.0,26.8,83
2021-05-25 05:00:00,106.0,168.022,15.2,24.6,84
2021-05-25 06:00:00,94.0,209.558,14.7,23.4,89
2021-05-25 07:00:00,103.0,232.49,16.3,21.7,95
2021-05-25 08:00:00,133.5,200.218,18.7,20.3,96
2021-05-25 09:00:00,155.0,166.584,20.7,18.6,99
2021-05-25 10:00:00,147.5,149.598,23.2,19.7,99
2021-05-25 11:00:00,135.5,109.549,25.0,19.7,99
2021-05-25 12:00:00,131.0,85.695,26.0,19.3,99
2021-05-25 13:00:00,127.0,99.986,26.7,19.1,102
2021-05-25 14:00:00,132.5,144.722,26.9,20.2,106
2021-05-25 15:00:00,150.0,157.66,26.6,21.3,109
2021-05-25 16:00:00,173.0,209.812,25.5,22.8,111
2021-05-25 17:00:00,202.5,241.727,23.6,23.1,111
2021-05-25 18:00:00,238.5,292.163,21.5,26.5,111
2021-05-25 19:00:00,258.5,320.476,20.5,29.1,108
2021-05-25 20:00:00,261.0,315.689,19.9,29.3,106
2021-05-25 21:00:00,266.0,315.268,19.0,27.7,106
2021-05-25 22:00:00,275.0,329.061,18.5,27.8,109
2021-05-25 23:00:00,282.0,305.236,17.8,28.1,106
2021-05-26 00:00:00,277.0,287.57,17.3,28.6,105
2021-05-26 01:00:00,274.5,243.97,17.1,29.6,103
2021-05-26 02:00:00,273.0,244.023,16.6,28.9,101
2021-05-26 03:00:00,273.5,297.905,16.6,26.6,99
2021-05-26 04:00:00,276.5,308.896,16.5,25.5,98
2021-05-26 05:00:00,281.5,297.816,16.7,25.4,97
2021-05-26 06:00:00,287.5,267.266,16.2,24.9,94
2021-05-26 07:00:00,294.0,274.014,17.2,28.6,96
2021-05-26 08:00:00,295.0,290.618,18.7,31.1,95
2021-05-26 09:00:00,289.5,276.169,19.7,30.3,100
2021-05-26 10:00:00,282.0,212.462,22.1,30.2,99
2021-05-26 11:00:00,273.0,172.146,23.6,27.7,99
2021-05-26 12:00:00,250.5,202.995,25.1,24.4,99
2021-05-26 13:00:00,198.0,226.255,26.3,23.2,102
2021-05-26 14:00:00,145.0,241.701,26.5,24.0,103
2021-05-26 15:00:00,119.5,260.878,26.4,24.1,107
2021-05-26 16:00:00,121.0,254.877,25.2,26.5,112
2021-05-26 17:00:00,129.5,193.133,23.7,25.1,117
2021-05-26 18:00:00,148.5,191.17,22.0,26.0,127
2021-05-26 19:00:00,180.5,289.503,21.4,28.5,118
2021-05-26 20:00:00,193.5,315.484,20.6,27.3,111
2021-05-26 21:00:00,189.0,306.623,19.5,27.2,125
2021-05-26 22:00:00,187.0,317.611,18.6,28.6,124
2021-05-26 23:00:00,192.5,323.955,18.2,27.2,122
2021-05-27 00:00:00,187.0,320.838,17.7,26.4,116
2021-05-27 01:00:00,184.0,317.75,17.8,25.8,115
2021-05-27 02:00:00,187.0,287.52,17.6,24.0,116
2021-05-27 03:00:00,198.0,232.944,17.7,22.2,115
2021-05-27 04:00:00,207.0,209.718,17.7,22.2,107
2021-05-27 05:00:00,217.5,243.484,17.6,25.2,112
2021-05-27 06:00:00,226.0,230.529,17.1,27.1,113
2021-05-27 07:00:00,230.0,252.474,17.4,28.1,111
2021-05-27 08:00:00,228.0,304.388,18.4,27.4,113
2021-05-27 09:00:00,212.5,209.074,20.0,24.8,120
2021-05-27 10:00:00,189.0,228.314,22.2,27.1,115
2021-05-27 11:00:00,166.5,261.566,23.8,26.6,113
2021-05-27 12:00:00,152.5,239.009,25.2,23.9,113
2021-05-27 13:00:00,135.5,239.137,26.0,22.7,117
2021-05-27 14:00:00,118.5,245.442,26.0,21.7,117
2021-05-27 15:00:00,107.5,244.278,25.7,22.2,117
2021-05-27 16:00:00,113.5,263.478,24.7,22.4,114
2021-05-27 17:00:00,144.5,276.402,23.1,21.3,109
2021-05-27 18:00:00,194.0,284.881,21.1,24.4,106
2021-05-27 19:00:00,239.0,302.082,20.0,26.7,104
2021-05-27 20:00:00,247.5,308.23,19.2,26.1,105
2021-05-27 21:00:00,244.0,303.308,18.6,24.6,101
2021-05-27 22:00:00,245.5,290.389,18.2,23.9,97
2021-05-27 23:00:00,251.5,292.509,17.6,25.7,96
2021-05-28 00:00:00,224.0,308.39,17.1,27.9,96
2021-05-28 01:00:00,215.0,316.053,16.6,28.5,94
2021-05-28 02:00:00,212.5,300.365,15.9,29.3,95
2021-05-28 03:00:00,214.5,288.135,14.9,26.7,95
2021-05-28 04:00:00,201.5,287.954,14.2,25.8,97
2021-05-28 05:00:00,180.5,275.784,13.7,25.3,96
2021-05-28 06:00:00,177.0,273.63,13.3,24.9,94
2021-05-28 07:00:00,194.5,227.524,15.0,24.5,93
2021-05-28 08:00:00,205.5,226.242,17.6,22.0,95
2021-05-28 09:00:00,199.5,184.366,19.9,23.3,103
2021-05-28 10:00:00,183.0,183.194,21.9,23.0,107
2021-05-28 11:00:00,161.0,198.342,23.6,21.2,111
2021-05-28 12:00:00,141.0,211.073,24.8,20.7,113
2021-05-28 13:00:00,126.0,206.0,25.5,20.5,108
2021-05-28 14:00:00,119.0,201.862,25.7,20.2,106
2021-05-28 15:00:00,114.0,170.518,25.4,20.4,104
2021-05-28 16:00:00,113.5,163.112,24.5,21.0,106
2021-05-28 17:00:00,129.5,161.861,22.8,20.7,110
2021-05-28 18:00:00,170.0,205.507,20.5,23.8,117
2021-05-28 19:00:00,216.5,241.447,19.7,26.9,113
2021-05-28 20:00:00,230.0,226.178,18.8,25.6,107
2021-05-28 21:00:00,227.5,198.893,17.8,20.3,103
2021-05-28 22:00:00,226.0,200.43,17.4,17.7,96
2021-05-28 23:00:00,228.5,236.826,17.0,18.6,100
2021-05-29 00:00:00,231.5,260.744,16.6,20.2,101
2021-05-29 01:00:00,230.0,287.885,16.2,24.2,95
2021-05-29 02:00:00,236.0,253.527,16.1,27.7,92
2021-05-29 03:00:00,242.5,232.311,15.9,27.8,95
2021-05-29 04:00:00,237.5,248.184,15.2,26.8,97
2021-05-29 05:00:00,232.0,244.761,14.9,26.1,96
2021-05-29 06:00:00,237.5,253.762,14.6,25.7,95
2021-05-29 07:00:00,245.5,246.827,15.9,23.4,91
2021-05-29 08:00:00,242.5,232.074,17.9,22.7,93
2021-05-29 09:00:00,227.0,225.367,19.0,25.2,99
2021-05-29 10:00:00,206.0,183.27,20.9,24.2,101
2021-05-29 11:00:00,180.5,143.74,23.0,22.5,102
2021-05-29 12:00:00,149.0,116.972,24.2,20.5,105
2021-05-29 13:00:00,118.0,93.326,25.1,18.4,107
2021-05-29 14:00:00,101.5,80.511,25.4,17.9,115
2021-05-29 15:00:00,108.5,94.17,25.2,19.2,118
2021-05-29 16:00:00,129.5,135.451,24.3,20.0,118
2021-05-29 17:00:00,153.0,166.089,22.7,20.0,113
2021-05-29 18:00:00,173.0,190.316,20.6,22.8,111
2021-05-29 19:00:00,198.5,256.005,19.9,25.5,109
2021-05-29 20:00:00,217.0,271.759,19.2,23.6,109
2021-05-29 21:00:00,224.0,242.975,18.2,20.9,114
2021-05-29 22:00:00,227.0,233.873,18.2,22.5,112
2021-05-29 23:00:00,230.0,248.588,17.6,24.0,116
2021-05-30 00:00:00,249.5,266.786,16.7,23.7,103
2021-05-30 01:00:00,240.5,294.485,16.2,24.6,101
2021-05-30 02:00:00,236.0,250.787,16.0,26.5,102
2021-05-30 03:00:00,233.0,238.715,15.6,25.9,99
2021-05-30 04:00:00,233.0,240.991,16.1,24.6,95
2021-05-30 05:00:00,232.0,222.052,16.4,23.1,94
2021-05-30 06:00:00,228.0,269.151,16.5,25.6,92
2021-05-30 07:00:00,225.0,268.277,17.1,22.5,96
2021-05-30 08:00:00,221.5,262.584,18.7,24.3,96
2021-05-30 09:00:00,214.5,267.947,20.3,23.1,101
2021-05-30 10:00:00,206.5,251.023,22.0,20.7,103
2021-05-30 11:00:00,188.5,197.402,23.4,19.5,102
2021-05-30 12:00:00,160.5,161.47,24.7,18.9,99
2021-05-30 13:00:00,133.5,169.062,25.6,19.4,100
2021-05-30 14:00:00,118.0,178.672,26.0,20.5,100
2021-05-30 15:00:00,108.0,201.989,25.5,21.7,101
2021-05-30 16:00:00,104.5,230.57,24.7,22.7,100
2021-05-30 17:00:00,112.0,238.113,23.3,21.7,101
2021-05-30 18:00:00,143.0,233.034,21.1,19.3,104
2021-05-30 19:00:00,192.0,208.607,20.1,20.3,117
2021-05-30 20:00:00,224.0,189.309,19.5,23.7,123
2021-05-30 21:00:00,229.5,187.898,18.3,20.6,102
2021-05-30 22:00:00,225.5,197.154,18.1,24.4,109
2021-05-30 23:00:00,220.5,250.87,17.9,26.4,110
2021-05-31 00:00:00,241.5,271.045,17.1,24.6,108
2021-05-31 01:00:00,240.0,196.102,16.7,22.4,109
2021-05-31 02:00:00,242.5,198.803,16.5,22.3,111
2021-05-31 03:00:00,245.0,234.171,16.6,22.5,112
2021-05-31 04:00:00,247.0,226.87,16.4,22.8,108
2021-05-31 05:00:00,244.5,217.685,16.4,23.7,103
2021-05-31 06:00:00,238.5,212.634,15.9,22.9,98
2021-05-31 07:00:00,234.0,210.306,16.8,24.6,95
2021-05-31 08:00:00,230.0,223.311,18.4,25.6,92
2021-05-31 09:00:00,211.0,261.029,19.7,26.2,106
2021-05-31 10:00:00,173.5,209.588,21.6,27.2,110
2021-05-31 11:00:00,125.0,210.347,23.6,25.0,105
2021-05-31 12:00:00,92.5,185.441,24.5,22.3,108
2021-05-31 13:00:00,84.5,153.12,25.3,19.5,109
2021-05-31 14:00:00,95.5,134.178,25.0,19.0,109
2021-05-31 15:00:00,127.0,163.806,24.4,19.3,104
2021-05-31 16:00:00,154.5,180.877,24.2,19.7,111
2021-05-31 17:00:00,157.0,192.731,23.4,20.6,119
2021-05-31 18:00:00,171.0,207.723,22.0,16.6,114
2021-05-31 19:00:00,208.0,221.777,20.6,18.4,107
2021-05-31 20:00:00,225.5,276.179,19.7,19.6,107
2021-05-31 21:00:00,225.0,276.706,19.9,26.9,98
2021-05-31 22:00:00,236.0,243.028,19.1,26.8,101
2021-05-31 23:00:00,255.5,258.707,18.3,25.2,104
2021-06-01 00:00:00,237.5,239.612,17.6,23.4,104
2021-06-01 01:00:00,215.0,213.507,17.1,21.1,104
2021-06-01 02:00:00,205.5,217.675,16.8,22.4,95
2021-06-01 03:00:00,202.0,215.82,16.8,22.3,93
2021-06-01 04:00:00,193.5,194.762,16.9,22.4,95
2021-06-01 05:00:00,186.5,170.958,16.9,23.8,93
2021-06-01 06:00:00,181.0,207.848,16.5,23.1,94
2021-06-01 07:00:00,179.0,206.855,17.3,25.0,97
2021-06-01 08:00:00,182.0,201.28,19.1,24.1,100
2021-06-01 09:00:00,166.5,168.679,21.0,19.4,105
2021-06-01 10:00:00,127.5,139.603,22.9,19.7,111
2021-06-01 11:00:00,84.5,93.725,24.3,21.7,117
2021-06-01 12:00:00,65.0,63.811,25.5,20.9,114
2021-06-01 13:00:00,66.5,49.55,26.4,18.9,114
2021-06-01 14:00:00,78.5,48.2,26.8,15.6,113
2021-06-01 15:00:00,107.0,56.206,26.9,14.8,116
2021-06-01 16:00:00,141.0,93.307,25.1,20.9,111
2021-06-01 17:00:00,164.0,142.28,23.9,18.7,109
2021-06-01 18:00:00,203.5,196.11,21.9,20.6,102
2021-06-01 19:00:00,250.0,240.626,21.1,24.4,99
2021-06-01 20:00:00,264.0,248.862,20.1,23.2,84
2021-06-01 21:00:00,262.0,248.803,19.7,23.5,84
2021-06-01 22:00:00,260.0,238.936,19.1,23.8,91
2021-06-01 23:00:00,260.5,286.69,18.7,25.9,100
2021-06-02 00:00:00,233.5,290.199,18.2,25.5,98
2021-06-02 01:00:00,226.0,273.138,17.8,24.5,91
2021-06-02 02:00:00,216.0,237.642,17.8,24.2,85
2021-06-02 03:00:00,212.5,234.386,17.9,23.6,83
2021-06-02 04:00:00,213.5,224.172,18.1,23.5,86
2021-06-02 05:00:00,223.0,193.97,17.9,21.6,86
2021-06-02 06:00:00,229.0,178.093,17.7,20.9,87
2021-06-02 07:00:00,221.5,228.827,18.5,25.2,92
2021-06-02 08:00:00,210.5,253.43,19.8,24.7,98
2021-06-02 09:00:00,195.0,234.601,21.9,23.7,103
2021-06-02 10:00:00,161.0,204.911,23.4,21.9,107
2021-06-02 11:00:00,115.5,169.563,25.0,18.4,113
2021-06-02 12:00:00,87.5,138.282,25.7,17.2,119
2021-06-02 13:00:00,82.0,121.93,25.7,18.2,120
2021-06-02 14:00:00,86.5,121.35,25.9,14.8,113
2021-06-02 15:00:00,106.0,123.206,25.1,17.7,110
2021-06-02 16:00:00,148.5,158.404,24.4,17.4,114
2021-06-02 17:00:00,204.5,164.126,23.7,19.2,113
2021-06-02 18:00:00,259.0,217.722,22.2,25.9,115
2021-06-02 19:00:00,289.0,256.984,20.8,28.0,116
2021-06-02 20:00:00,288.0,259.128,19.8,28.3,108
2021-06-02 21:00:00,282.5,258.908,19.2,29.9,105
2021-06-02 22:00:00,284.0,282.012,18.8,30.6,102
2021-06-02 23:00:00,290.5,297.978,18.2,30.1,97
2021-06-03 00:00:00,264.5,287.299,17.6,29.9,92
2021-06-03 01:00:00,256.0,302.176,17.3,30.2,89
2021-06-03 02:00:00,254.0,307.438,17.1,29.9,93
2021-06-03 03:00:00,263.0,307.851,16.8,27.0,99
2021-06-03 04:00:00,274.5,310.015,16.8,25.8,103
2021-06-03 05:00:00,283.5,298.522,16.8,26.2,103
2021-06-03 06:00:00,289.0,294.75,16.6,25.5,103
2021-06-03 07:00:00,301.0,307.877,17.4,25.3,101
2021-06-03 08:00:00,313.5,321.363,19.5,28.7,102
2021-06-03 09:00:00,319.0,324.358,20.5,29.1,102
2021-06-03 10:00:00,313.0,321.886,21.8,27.5,104
2021-06-03 11:00:00,298.5,290.867,24.5,27.7,115
2021-06-03 12:00:00,280.0,251.17,25.3,26.6,120
2021-06-03 13:00:00,253.5,224.512,25.6,23.5,122
2021-06-03 14:00:00,230.0,248.568,26.0,23.9,121
2021-06-03 15:00:00,214.5,258.668,25.9,23.7,118
2021-06-03 16:00:00,204.0,273.896,25.4,24.0,118
2021-06-03 17:00:00,210.0,316.046,23.2,26.2,124
2021-06-03 18:00:00,241.5,308.478,22.1,25.3,123
2021-06-03 19:00:00,278.5,273.299,21.2,26.7,125
2021-06-03 20:00:00,288.0,272.056,20.3,25.5,123
2021-06-03 21:00:00,285.0,309.046,19.8,25.6,118
2021-06-03 22:00:00,285.0,331.342,19.2,28.1,111
2021-06-03 23:00:00,292.5,330.073,18.8,29.6,103
2021-06-04 00:00:00,261.0,322.898,18.0,30.0,106
2021-06-04 01:00:00,264.0,324.622,17.1,29.9,105
2021-06-04 02:00:00,265.5,314.485,16.3,28.9,107
2021-06-04 03:00:00,275.0,324.282,15.6,28.7,108
2021-06-04 04:00:00,288.5,327.002,15.0,27.6,110
2021-06-04 05:00:00,300.5,324.298,14.5,27.6,110
2021-06-04 06:00:00,310.0,322.21,14.3,27.4,109
2021-06-04 07:00:00,320.0,310.17,15.3,30.2,110
2021-06-04 08:00:00,328.5,319.865,16.2,30.6,111
2021-06-04 09:00:00,325.0,317.508,18.3,28.7,112
2021-06-04 10:00:00,312.0,310.244,20.4,32.8,111
2021-06-04 11:00:00,284.0,303.387,22.0,30.2,113
2021-06-04 12:00:00,252.5,285.259,22.0,26.7,117
2021-06-04 13:00:00,224.5,291.735,23.2,24.7,119
2021-06-04 14:00:00,211.5,261.223,23.7,26.3,120
2021-06-04 15:00:00,208.0,266.709,23.9,25.8,123
2021-06-04 16:00:00,210.5,258.263,23.3,25.3,120
2021-06-04 17:00:00,232.0,201.313,22.3,23.7,120
2021-06-04 18:00:00,274.0,221.716,20.7,25.2,112
2021-06-04 19:00:00,298.5,237.546,19.8,30.5,119
2021-06-04 20:00:00,299.5,282.453,18.5,30.0,120
2021-06-04 21:00:00,294.5,323.461,18.3,31.4,115
2021-06-04 22:00:00,293.5,324.916,18.0,32.5,115
2021-06-04 23:00:00,301.0,328.198,17.9,34.8,113
2021-06-05 00:00:00,282.5,330.674,17.4,34.4,110
2021-06-05 01:00:00,279.0,329.323,16.8,33.6,109
2021-06-05 02:00:00,275.0,326.814,16.7,33.0,108
2021-06-05 03:00:00,283.0,320.614,16.3,30.9,102
2021-06-05 04:00:00,300.5,320.919,16.0,30.1,101
2021-06-05 05:00:00,315.0,316.766,16.0,30.1,102
2021-06-05 06:00:00,326.0,311.557,16.3,30.0,104
2021-06-05 07:00:00,334.0,314.848,17.0,36.7,106
2021-06-05 08:00:00,342.0,322.463,18.3,36.2,107
2021-06-05 09:00:00,342.5,326.279,19.9,34.6,107
2021-06-05 10:00:00,338.0,328.475,21.6,34.7,109
2021-06-05 11:00:00,330.0,329.105,23.3,33.4,112
2021-06-05 12:00:00,312.0,326.691,23.7,34.8,116
2021-06-05 13:00:00,277.5,326.217,24.8,32.8,117
2021-06-05 14:00:00,229.5,316.452,24.5,33.5,120
2021-06-05 15:00:00,195.0,304.047,23.9,29.8,118
2021-06-05 16:00:00,184.5,304.523,23.5,27.9,115
2021-06-05 17:00:00,197.0,242.663,22.7,26.9,118
2021-06-05 18:00:00,236.5,227.57,21.2,28.1,121
2021-06-05 19:00:00,275.5,247.957,20.1,28.2,125
2021-06-05 20:00:00,281.0,273.986,19.0,27.9,129
2021-06-05 21:00:00,274.5,314.087,18.2,26.6,128
2021-06-05 22:00:00,273.5,320.911,17.8,27.2,125
2021-06-05 23:00:00,280.5,314.109,17.5,27.6,123
2021-06-06 00:00:00,260.5,295.761,17.1,28.4,120
2021-06-06 01:00:00,255.0,298.0,16.5,28.0,116
2021-06-06 02:00:00,250.5,308.41,16.0,26.8,114
2021-06-06 03:00:00,256.0,281.545,15.8,26.3,109
2021-06-06 04:00:00,263.0,260.56,15.6,24.8,107
2021-06-06 05:00:00,279.5,309.638,15.5,26.1,108
2021-06-06 06:00:00,295.5,315.115,15.6,27.9,110
2021-06-06 07:00:00,309.5,300.143,16.5,33.4,110
2021-06-06 08:00:00,317.0,303.743,18.4,32.0,111
2021-06-06 09:00:00,323.0,304.453,20.2,32.4,109
2021-06-06 10:00:00,321.0,307.968,22.3,34.3,111
2021-06-06 11:00:00,298.5,292.767,23.8,34.0,113
2021-06-06 12:00:00,270.5,259.318,24.7,32.7,114
2021-06-06 13:00:00,242.5,213.605,25.0,30.4,116
2021-06-06 14:00:00,215.0,238.179,24.7,30.0,120
2021-06-06 15:00:00,182.5,231.444,24.3,25.5,121
2021-06-06 16:00:00,171.0,226.842,23.8,24.3,117
2021-06-06 17:00:00,174.5,202.002,22.5,22.9,118
2021-06-06 18:00:00,196.0,183.056,20.6,26.3,120
2021-06-06 19:00:00,229.5,193.949,19.4,25.5,121
2021-06-06 20:00:00,236.5,234.155,18.8,25.6,114
2021-06-06 21:00:00,236.0,215.53,18.6,24.8,109
