id_subsistema,nom_subsistema,din_instante,val_cargaenergiamwmed
NE,Nordeste,01/05/2004,5544.342083
NE,Nordeste,02/05/2004,5424.32
NE,Nordeste,03/05/2004,6224.042917
NE,Nordeste,04/05/2004,6336.32625
NE,Nordeste,05/05/2004,6303.59625
NE,Nordeste,06/05/2004,6359.029583
NE,Nordeste,07/05/2004,6367.882083
NE,Nordeste,08/05/2004,6017.02625
NE,Nordeste,09/05/2004,5530.9125
NE,Nordeste,10/05/2004,6396.6925
NE,Nordeste,11/05/2004,6483.325
NE,Nordeste,12/05/2004,6517.260833
NE,Nordeste,13/05/2004,6437.605833
NE,Nordeste,14/05/2004,6494.745417
NE,Nordeste,15/05/2004,6141.613333
NE,Nordeste,16/05/2004,5669.43125
NE,Nordeste,17/05/2004,6354.795833
NE,Nordeste,18/05/2004,6398.622917
NE,Nordeste,19/05/2004,6451.366667
NE,Nordeste,20/05/2004,6382.17375
NE,Nordeste,21/05/2004,6344.660417
NE,Nordeste,22/05/2004,5986.331667
NE,Nordeste,23/05/2004,5547.700833
NE,Nordeste,24/05/2004,6216.7425
NE,Nordeste,25/05/2004,6302.2775
NE,Nordeste,26/05/2004,6304.782083
NE,Nordeste,27/05/2004,6423.675833
NE,Nordeste,28/05/2004,6449.11125
NE,Nordeste,29/05/2004,6026.395
NE,Nordeste,30/05/2004,5531.445833
NE,Nordeste,31/05/2004,6265.91625
NE,Nordeste,01/06/2004,6199.781667
NE,Nordeste,02/06/2004,6179.861667
NE,Nordeste,03/06/2004,6313.97125
NE,Nordeste,04/06/2004,6299.199583
NE,Nordeste,05/06/2004,6016.38125
NE,Nordeste,06/06/2004,5514.41
NE,Nordeste,07/06/2004,6183.96125
NE,Nordeste,08/06/2004,6239.368333
NE,Nordeste,09/06/2004,6305.457917
NE,Nordeste,10/06/2004,5850.974167
NE,Nordeste,11/06/2004,6120.176667
NE,Nordeste,12/06/2004,5922.007083
NE,Nordeste,13/06/2004,5451.98
NE,Nordeste,14/06/2004,6153.309583
NE,Nordeste,15/06/2004,6196.093333
NE,Nordeste,16/06/2004,6186.347917
NE,Nordeste,17/06/2004,6222.877917
NE,Nordeste,18/06/2004,6177.842917
NE,Nordeste,19/06/2004,5874.987917
NE,Nordeste,20/06/2004,5415.934583
NE,Nordeste,21/06/2004,6082.651667
NE,Nordeste,22/06/2004,6117.53875
NE,Nordeste,23/06/2004,6034.672917
NE,Nordeste,24/06/2004,5604.015
NE,Nordeste,25/06/2004,5972.324583
NE,Nordeste,26/06/2004,5823.692917
NE,Nordeste,27/06/2004,5351.380417
NE,Nordeste,28/06/2004,6037.431667
NE,Nordeste,29/06/2004,5999.83125
NE,Nordeste,30/06/2004,6151.395
NE,Nordeste,01/07/2004,6133.65875
NE,Nordeste,02/07/2004,6058.018333
NE,Nordeste,03/07/2004,5745.1025
NE,Nordeste,04/07/2004,5286.152917
NE,Nordeste,05/07/2004,6035.8925
NE,Nordeste,06/07/2004,6197.236667
NE,Nordeste,07/07/2004,6314.838333
NE,Nordeste,08/07/2004,6314.6625
NE,Nordeste,09/07/2004,6333.334583
NE,Nordeste,10/07/2004,6038.718333
NE,Nordeste,11/07/2004,5525.154583
NE,Nordeste,12/07/2004,6149.210417
NE,Nordeste,13/07/2004,6200.8225
NE,Nordeste,14/07/2004,6272.57625
NE,Nordeste,15/07/2004,6235.475
NE,Nordeste,16/07/2004,6173.047083
NE,Nordeste,17/07/2004,5892.816667
NE,Nordeste,18/07/2004,5434.70125
NE,Nordeste,19/07/2004,6082.85625
NE,Nordeste,20/07/2004,6232.730417
NE,Nordeste,21/07/2004,6249.195417
NE,Nordeste,22/07/2004,6204.96875
NE,Nordeste,23/07/2004,6157.984167
NE,Nordeste,24/07/2004,5907.27
NE,Nordeste,25/07/2004,5401.719167
NE,Nordeste,26/07/2004,5969.890417
NE,Nordeste,27/07/2004,6086.511667
NE,Nordeste,28/07/2004,6121.292083
NE,Nordeste,29/07/2004,6188.530833
NE,Nordeste,30/07/2004,6242.1025
NE,Nordeste,31/07/2004,5966.830833
NE,Nordeste,01/08/2004,5474.2125
NE,Nordeste,02/08/2004,6129.655
NE,Nordeste,03/08/2004,6326.0675
NE,Nordeste,04/08/2004,6251.32375
NE,Nordeste,05/08/2004,6258.087083
NE,Nordeste,06/08/2004,6283.305417
NE,Nordeste,07/08/2004,6068.472917
NE,Nordeste,08/08/2004,5544.272917
NE,Nordeste,09/08/2004,6261.192917
NE,Nordeste,10/08/2004,6218.884583
NE,Nordeste,11/08/2004,6179.45625
NE,Nordeste,12/08/2004,6142.872083
NE,Nordeste,13/08/2004,6244.92375
NE,Nordeste,14/08/2004,5967.42
NE,Nordeste,15/08/2004,5489.327083
NE,Nordeste,16/08/2004,6133.814167
NE,Nordeste,17/08/2004,6325.382083
NE,Nordeste,18/08/2004,6436.0225
NE,Nordeste,19/08/2004,6536.07
NE,Nordeste,20/08/2004,6535.421667
NE,Nordeste,21/08/2004,6229.375
NE,Nordeste,22/08/2004,5632.977917
NE,Nordeste,23/08/2004,6402.690417
NE,Nordeste,24/08/2004,6563.260833
NE,Nordeste,25/08/2004,6634.877917
NE,Nordeste,26/08/2004,6620.05375
NE,Nordeste,27/08/2004,6609.389167
NE,Nordeste,28/08/2004,6285.140833
NE,Nordeste,29/08/2004,5808.218333
NE,Nordeste,30/08/2004,6624.9575
NE,Nordeste,31/08/2004,6650.07875
NE,Nordeste,01/09/2004,6639.715833
NE,Nordeste,02/09/2004,6608.424167
NE,Nordeste,03/09/2004,6603.511667
NE,Nordeste,04/09/2004,6277.050417
NE,Nordeste,05/09/2004,5739.917917
NE,Nordeste,06/09/2004,6299.080417
NE,Nordeste,07/09/2004,5886.635417
NE,Nordeste,08/09/2004,6497.890833
NE,Nordeste,09/09/2004,6572.74
NE,Nordeste,10/09/2004,6650.10375
NE,Nordeste,11/09/2004,6286.787083
NE,Nordeste,12/09/2004,5783.674583
NE,Nordeste,13/09/2004,6502.5825
NE,Nordeste,14/09/2004,6656.639167
NE,Nordeste,15/09/2004,6573.038333
NE,Nordeste,16/09/2004,6628.595833
NE,Nordeste,17/09/2004,6716.897083
NE,Nordeste,18/09/2004,6406.968333
NE,Nordeste,19/09/2004,5835.413333
NE,Nordeste,20/09/2004,6592.269167
NE,Nordeste,21/09/2004,6697.563333
NE,Nordeste,22/09/2004,6714.553333
NE,Nordeste,23/09/2004,6711.292083
NE,Nordeste,24/09/2004,6669.735417
NE,Nordeste,25/09/2004,6353.314583
NE,Nordeste,26/09/2004,5784.342083
NE,Nordeste,27/09/2004,6368.81625
NE,Nordeste,28/09/2004,6743.572917
NE,Nordeste,29/09/2004,6727.982083
NE,Nordeste,30/09/2004,6736.962083
NE,Nordeste,01/10/2004,6725.950833
NE,Nordeste,02/10/2004,6374.0325
NE,Nordeste,03/10/2004,5587.850833
NE,Nordeste,04/10/2004,6428.920417
NE,Nordeste,05/10/2004,6768.27125
NE,Nordeste,06/10/2004,6851.74375
NE,Nordeste,07/10/2004,6857.364583
NE,Nordeste,08/10/2004,6863.433333
NE,Nordeste,09/10/2004,6489.367917
NE,Nordeste,10/10/2004,5999.36625
NE,Nordeste,11/10/2004,6611.551667
NE,Nordeste,12/10/2004,6139.68
NE,Nordeste,13/10/2004,6775.834583
NE,Nordeste,14/10/2004,6810.794167
NE,Nordeste,15/10/2004,6774.1725
NE,Nordeste,16/10/2004,6444.392083
NE,Nordeste,17/10/2004,5943.030833
NE,Nordeste,18/10/2004,6686.960833
NE,Nordeste,19/10/2004,6927.10875
NE,Nordeste,20/10/2004,6990.459167
NE,Nordeste,21/10/2004,7004.81375
NE,Nordeste,22/10/2004,6871.245417
NE,Nordeste,23/10/2004,6532.751667
NE,Nordeste,24/10/2004,5951.50375
NE,Nordeste,25/10/2004,6728.040833
NE,Nordeste,26/10/2004,6957.510833
NE,Nordeste,27/10/2004,6968.178333
NE,Nordeste,28/10/2004,7023.705833
NE,Nordeste,29/10/2004,6965.691667
NE,Nordeste,30/10/2004,6555.479167
NE,Nordeste,31/10/2004,5957.672917
NE,Nordeste,01/11/2004,6522.792083
NE,Nordeste,02/11/2004,5842.397917
NE,Nordeste,03/11/2004,6821.667917
NE,Nordeste,04/11/2004,6962.847917
NE,Nordeste,05/11/2004,7053.339167
NE,Nordeste,06/11/2004,6740.174167
NE,Nordeste,07/11/2004,6167.628333
NE,Nordeste,08/11/2004,6876.238333
NE,Nordeste,09/11/2004,6958.688333
NE,Nordeste,10/11/2004,7033.31875
NE,Nordeste,11/11/2004,7016.721667
NE,Nordeste,12/11/2004,7062.128333
NE,Nordeste,13/11/2004,6737.424583
NE,Nordeste,14/11/2004,6152.78
NE,Nordeste,15/11/2004,6150.042083
NE,Nordeste,16/11/2004,6860.795
NE,Nordeste,17/11/2004,7021.23125
NE,Nordeste,18/11/2004,7072.092083
NE,Nordeste,19/11/2004,7068.125833
NE,Nordeste,20/11/2004,6583.063333
NE,Nordeste,21/11/2004,5995.6
NE,Nordeste,22/11/2004,6745.688333
NE,Nordeste,23/11/2004,6852.091667
NE,Nordeste,24/11/2004,6836.667083
NE,Nordeste,25/11/2004,6860.883333
NE,Nordeste,26/11/2004,6813.282083
NE,Nordeste,27/11/2004,6420.116667
NE,Nordeste,28/11/2004,5941.0625
NE,Nordeste,29/11/2004,6807.305833
NE,Nordeste,30/11/2004,6900.851667
NE,Nordeste,01/12/2004,6936.053333
NE,Nordeste,02/12/2004,6960.79125
NE,Nordeste,03/12/2004,6976.31375
NE,Nordeste,04/12/2004,6597.31
NE,Nordeste,05/12/2004,6054.599167
NE,Nordeste,06/12/2004,6851.92125
NE,Nordeste,07/12/2004,7038.5225
NE,Nordeste,08/12/2004,6766.085
NE,Nordeste,09/12/2004,7014.105833
NE,Nordeste,10/12/2004,7092.17625
NE,Nordeste,11/12/2004,6638.500417
NE,Nordeste,12/12/2004,6136.909583
NE,Nordeste,13/12/2004,6897.853333
NE,Nordeste,14/12/2004,6984.962917
NE,Nordeste,15/12/2004,6983.1275
NE,Nordeste,16/12/2004,6971.5825
NE,Nordeste,17/12/2004,6801.37375
NE,Nordeste,18/12/2004,6562.264167
NE,Nordeste,19/12/2004,6209.445417
NE,Nordeste,20/12/2004,7000.74875
NE,Nordeste,21/12/2004,7078.10125
NE,Nordeste,22/12/2004,7034.24625
NE,Nordeste,23/12/2004,6968.093333
NE,Nordeste,24/12/2004,6592.34
NE,Nordeste,25/12/2004,5908.580417
NE,Nordeste,26/12/2004,5945.019167
NE,Nordeste,27/12/2004,6790.63875
NE,Nordeste,28/12/2004,6870.2625
NE,Nordeste,29/12/2004,6829.295
NE,Nordeste,30/12/2004,6859.957917
NE,Nordeste,31/12/2004,6426.932083
NE,Nordeste,01/01/2005,5697.888333
NE,Nordeste,02/01/2005,5829.622917
NE,Nordeste,03/01/2005,6720.014583
NE,Nordeste,04/01/2005,6899.66
NE,Nordeste,05/01/2005,6928.71125
NE,Nordeste,06/01/2005,6916.7275
NE,Nordeste,07/01/2005,6960.068333
NE,Nordeste,08/01/2005,6581.571667
NE,Nordeste,09/01/2005,6194.166667
NE,Nordeste,10/01/2005,6974.535833
NE,Nordeste,11/01/2005,7036.485833
NE,Nordeste,12/01/2005,7039.640833
NE,Nordeste,13/01/2005,6937.700417
NE,Nordeste,14/01/2005,6831.763333
NE,Nordeste,15/01/2005,6509.364167
NE,Nordeste,16/01/2005,5992.060417
NE,Nordeste,17/01/2005,6710.18125
NE,Nordeste,18/01/2005,6881.92375
NE,Nordeste,19/01/2005,6945.694167
NE,Nordeste,20/01/2005,6897.098333
NE,Nordeste,21/01/2005,6994.175417
NE,Nordeste,22/01/2005,6683.525
NE,Nordeste,23/01/2005,6147.864583
NE,Nordeste,24/01/2005,6876.834583
NE,Nordeste,25/01/2005,6981.889583
NE,Nordeste,26/01/2005,6986.740417
NE,Nordeste,27/01/2005,7075.157083
NE,Nordeste,28/01/2005,7038.461667
NE,Nordeste,29/01/2005,6560.67125
NE,Nordeste,30/01/2005,6039.680833
NE,Nordeste,31/01/2005,6861.735
NE,Nordeste,01/02/2005,6987.7025
NE,Nordeste,02/02/2005,7022.4525
NE,Nordeste,03/02/2005,7115.08625
NE,Nordeste,04/02/2005,7026.989583
NE,Nordeste,05/02/2005,6654.195
NE,Nordeste,06/02/2005,6143.163333
NE,Nordeste,07/02/2005,6157.83125
NE,Nordeste,08/02/2005,6083.858333
NE,Nordeste,09/02/2005,6465.632083
NE,Nordeste,10/02/2005,6943.795833
NE,Nordeste,11/02/2005,6964.8375
NE,Nordeste,12/02/2005,6552.067917
NE,Nordeste,13/02/2005,6018.108333
NE,Nordeste,14/02/2005,6805.25375
NE,Nordeste,15/02/2005,6803.650833
NE,Nordeste,16/02/2005,6742.875833
NE,Nordeste,17/02/2005,6690.642083
NE,Nordeste,18/02/2005,6750.444583
NE,Nordeste,19/02/2005,6421.750833
NE,Nordeste,20/02/2005,6020.144167
NE,Nordeste,21/02/2005,6781.723333
NE,Nordeste,22/02/2005,6906.925833
NE,Nordeste,23/02/2005,6968.697917
NE,Nordeste,24/02/2005,6928.8675
NE,Nordeste,25/02/2005,7005.177917
NE,Nordeste,26/02/2005,6639.842917
NE,Nordeste,27/02/2005,6156.809583
NE,Nordeste,28/02/2005,6895.508333
NE,Nordeste,01/03/2005,7061.366667
NE,Nordeste,02/03/2005,7206.304167
NE,Nordeste,03/03/2005,7175.375
NE,Nordeste,04/03/2005,7171.808333
NE,Nordeste,05/03/2005,6821.854167
NE,Nordeste,06/03/2005,6291.525
NE,Nordeste,07/03/2005,7166.2125
NE,Nordeste,08/03/2005,7259.106667
NE,Nordeste,09/03/2005,7234.23375
NE,Nordeste,10/03/2005,7158.795833
NE,Nordeste,11/03/2005,7141.333333
NE,Nordeste,12/03/2005,6655.92375
NE,Nordeste,13/03/2005,6132.2475
NE,Nordeste,14/03/2005,6894.531667
NE,Nordeste,15/03/2005,7024.152917
NE,Nordeste,16/03/2005,7042.43125
NE,Nordeste,17/03/2005,7067.814167
NE,Nordeste,18/03/2005,6976.366667
NE,Nordeste,19/03/2005,6516.892917
NE,Nordeste,20/03/2005,6074.293333
NE,Nordeste,21/03/2005,6780.912917
NE,Nordeste,22/03/2005,6891.5625
NE,Nordeste,23/03/2005,6920.6425
NE,Nordeste,24/03/2005,6600.714167
NE,Nordeste,25/03/2005,5678.727917
NE,Nordeste,26/03/2005,6142.64625
NE,Nordeste,27/03/2005,5932.270833
NE,Nordeste,28/03/2005,6680.654167
NE,Nordeste,29/03/2005,6785.175833
NE,Nordeste,30/03/2005,6776.86125
NE,Nordeste,31/03/2005,6732.900833
NE,Nordeste,01/04/2005,6783.724583
NE,Nordeste,02/04/2005,6433.5525
NE,Nordeste,03/04/2005,5936.489583
NE,Nordeste,04/04/2005,6751.15875
NE,Nordeste,05/04/2005,6918.662083
NE,Nordeste,06/04/2005,6971.710833
NE,Nordeste,07/04/2005,6956.76875
NE,Nordeste,08/04/2005,6990.577917
NE,Nordeste,09/04/2005,6541.80375
NE,Nordeste,10/04/2005,6007.09375
NE,Nordeste,11/04/2005,6787.6925
NE,Nordeste,12/04/2005,6938.424583
NE,Nordeste,13/04/2005,6910.514167
NE,Nordeste,14/04/2005,6908.239583
NE,Nordeste,15/04/2005,6952.949167
NE,Nordeste,16/04/2005,6585.485417
NE,Nordeste,17/04/2005,6087.049167
NE,Nordeste,18/04/2005,6910.665
NE,Nordeste,19/04/2005,7004.525833
NE,Nordeste,20/04/2005,6952.309167
NE,Nordeste,21/04/2005,6359.09625
NE,Nordeste,22/04/2005,6861.159583
NE,Nordeste,23/04/2005,6581.637083
NE,Nordeste,24/04/2005,6128.425
NE,Nordeste,25/04/2005,6971.043333
NE,Nordeste,26/04/2005,7061.497083
NE,Nordeste,27/04/2005,7149.909583
NE,Nordeste,28/04/2005,7042.219583
NE,Nordeste,29/04/2005,6966.985833
NE,Nordeste,30/04/2005,6495.391667
NE,Nordeste,01/05/2005,5871.140833
NE,Nordeste,02/05/2005,6581.7175
NE,Nordeste,03/05/2005,6729.72
NE,Nordeste,04/05/2005,6708.79
NE,Nordeste,05/05/2005,6671.545417
NE,Nordeste,06/05/2005,6734.441667
NE,Nordeste,07/05/2005,6402.271667
NE,Nordeste,08/05/2005,5922.700417
NE,Nordeste,09/05/2005,6681.319583
NE,Nordeste,10/05/2005,6876.941667
NE,Nordeste,11/05/2005,6910.877083
NE,Nordeste,12/05/2005,6796.055417
NE,Nordeste,13/05/2005,6739.715
NE,Nordeste,14/05/2005,6397.09625
NE,Nordeste,15/05/2005,5912.3925
NE,Nordeste,16/05/2005,6611.414583
NE,Nordeste,17/05/2005,6788.298333
NE,Nordeste,18/05/2005,6843.999167
NE,Nordeste,19/05/2005,6788.4275
NE,Nordeste,20/05/2005,6780.064167
NE,Nordeste,21/05/2005,6475.55375
NE,Nordeste,22/05/2005,6051.65375
NE,Nordeste,23/05/2005,6733.758333
NE,Nordeste,24/05/2005,6839.890833
NE,Nordeste,25/05/2005,6887.59125
NE,Nordeste,26/05/2005,6375.93375
NE,Nordeste,27/05/2005,6705.15125
NE,Nordeste,28/05/2005,6345.065
NE,Nordeste,29/05/2005,5844.441667
NE,Nordeste,30/05/2005,6483.581667
NE,Nordeste,31/05/2005,6598.52875
NE,Nordeste,01/06/2005,6561.770833
NE,Nordeste,02/06/2005,6511.197083
NE,Nordeste,03/06/2005,6517.62625
NE,Nordeste,04/06/2005,6214.513333
NE,Nordeste,05/06/2005,5750.121667
NE,Nordeste,06/06/2005,6482.840417
NE,Nordeste,07/06/2005,6578.779583
NE,Nordeste,08/06/2005,6639.275
NE,Nordeste,09/06/2005,6543.929583
NE,Nordeste,10/06/2005,6585.120833
NE,Nordeste,11/06/2005,6279.313333
NE,Nordeste,12/06/2005,5809.462917
NE,Nordeste,13/06/2005,6473.480417
NE,Nordeste,14/06/2005,6583.295417
NE,Nordeste,15/06/2005,6613.115417
NE,Nordeste,16/06/2005,6646.157083
NE,Nordeste,17/06/2005,6674.540417
NE,Nordeste,18/06/2005,6272.779583
NE,Nordeste,19/06/2005,5826.603333
NE,Nordeste,20/06/2005,6582.411667
NE,Nordeste,21/06/2005,6821.5125
NE,Nordeste,22/06/2005,6783.282917
NE,Nordeste,23/06/2005,6534.229167
NE,Nordeste,24/06/2005,6023.0175
NE,Nordeste,25/06/2005,6104.255833
NE,Nordeste,26/06/2005,5631.808333
NE,Nordeste,27/06/2005,6358.4775
NE,Nordeste,28/06/2005,6522.927917
NE,Nordeste,29/06/2005,6361.12375
NE,Nordeste,30/06/2005,6455.810417
NE,Nordeste,01/07/2005,6520.935
NE,Nordeste,02/07/2005,6185.932917
NE,Nordeste,03/07/2005,5800.48375
NE,Nordeste,04/07/2005,6421.832083
NE,Nordeste,05/07/2005,6580.920833
NE,Nordeste,06/07/2005,6630.94625
NE,Nordeste,07/07/2005,6686.081667
NE,Nordeste,08/07/2005,6634.007917
NE,Nordeste,09/07/2005,6223.55375
NE,Nordeste,10/07/2005,5707.861667
NE,Nordeste,11/07/2005,6456.953333
NE,Nordeste,12/07/2005,6589.230417
NE,Nordeste,13/07/2005,6538.265833
NE,Nordeste,14/07/2005,6550.37375
NE,Nordeste,15/07/2005,6499.25
NE,Nordeste,16/07/2005,6224.879167
NE,Nordeste,17/07/2005,5711.527083
NE,Nordeste,18/07/2005,6524.10875
NE,Nordeste,19/07/2005,6737.443333
NE,Nordeste,20/07/2005,6770.595417
NE,Nordeste,21/07/2005,6722.928333
NE,Nordeste,22/07/2005,6685.932917
NE,Nordeste,23/07/2005,6274.123333
NE,Nordeste,24/07/2005,5741.7775
NE,Nordeste,25/07/2005,6520.021667
NE,Nordeste,26/07/2005,6627.197083
NE,Nordeste,27/07/2005,6671.53625
NE,Nordeste,28/07/2005,6668.94875
NE,Nordeste,29/07/2005,6665.269167
NE,Nordeste,30/07/2005,6353.770417
NE,Nordeste,31/07/2005,5756.2625
NE,Nordeste,01/08/2005,6460.69625
NE,Nordeste,02/08/2005,6580.101667
NE,Nordeste,03/08/2005,6589.490833
NE,Nordeste,04/08/2005,6705.468333
NE,Nordeste,05/08/2005,6642.450417
NE,Nordeste,06/08/2005,6300.093333
NE,Nordeste,07/08/2005,5782.312917
NE,Nordeste,08/08/2005,6488.309167
NE,Nordeste,09/08/2005,6699.956667
NE,Nordeste,10/08/2005,6785.219583
NE,Nordeste,11/08/2005,6817.229167
NE,Nordeste,12/08/2005,6769.15625
NE,Nordeste,13/08/2005,6411.198333
NE,Nordeste,14/08/2005,5890.009167
NE,Nordeste,15/08/2005,6550.452083
NE,Nordeste,16/08/2005,6775.100833
NE,Nordeste,17/08/2005,6797.886667
NE,Nordeste,18/08/2005,6815.621667
NE,Nordeste,19/08/2005,6791.289583
NE,Nordeste,20/08/2005,6440.27625
NE,Nordeste,21/08/2005,5905.320833
NE,Nordeste,22/08/2005,6649.168333
NE,Nordeste,23/08/2005,6762.899167
NE,Nordeste,24/08/2005,6784.225
NE,Nordeste,25/08/2005,6772.185
NE,Nordeste,26/08/2005,6828.682917
NE,Nordeste,27/08/2005,6470.320417
NE,Nordeste,28/08/2005,5889.779167
NE,Nordeste,29/08/2005,6759.848333
NE,Nordeste,30/08/2005,6898.012083
NE,Nordeste,31/08/2005,6903.401667
NE,Nordeste,01/09/2005,6869.767917
NE,Nordeste,02/09/2005,6934.499167
NE,Nordeste,03/09/2005,6539.570833
NE,Nordeste,04/09/2005,5985.605417
NE,Nordeste,05/09/2005,6778.450417
NE,Nordeste,06/09/2005,6964.505
NE,Nordeste,07/09/2005,6286.68875
NE,Nordeste,08/09/2005,6892.76625
NE,Nordeste,09/09/2005,6971.345
NE,Nordeste,10/09/2005,6553.608333
NE,Nordeste,11/09/2005,5993.85
NE,Nordeste,12/09/2005,6856.530417
NE,Nordeste,13/09/2005,6950.0125
NE,Nordeste,14/09/2005,6982.031667
NE,Nordeste,15/09/2005,6882.83125
NE,Nordeste,16/09/2005,6880.32125
NE,Nordeste,17/09/2005,6603.554167
NE,Nordeste,18/09/2005,6042.334583
NE,Nordeste,19/09/2005,6908.343333
NE,Nordeste,20/09/2005,7074.635417
NE,Nordeste,21/09/2005,7115.6275
NE,Nordeste,22/09/2005,7116.68125
NE,Nordeste,23/09/2005,7073.84875
NE,Nordeste,24/09/2005,6769.105417
NE,Nordeste,25/09/2005,6143.974583
NE,Nordeste,26/09/2005,7050.78375
NE,Nordeste,27/09/2005,7222.028333
NE,Nordeste,28/09/2005,7156.778333
NE,Nordeste,29/09/2005,7160.555833
NE,Nordeste,30/09/2005,7159.72
NE,Nordeste,01/10/2005,6757.4075
NE,Nordeste,02/10/2005,6178.43125
NE,Nordeste,03/10/2005,7055.422083
NE,Nordeste,04/10/2005,7091.69125
NE,Nordeste,05/10/2005,7151.608333
NE,Nordeste,06/10/2005,7206.502083
NE,Nordeste,07/10/2005,7228.882083
NE,Nordeste,08/10/2005,6809.022083
NE,Nordeste,09/10/2005,6191.895833
NE,Nordeste,10/10/2005,7022.890833
NE,Nordeste,11/10/2005,7051.76875
NE,Nordeste,12/10/2005,6294.195417
NE,Nordeste,13/10/2005,7018.887083
NE,Nordeste,14/10/2005,7091.904417
NE,Nordeste,15/10/2005,6692.543458
NE,Nordeste,16/10/2005,5780.217167
NE,Nordeste,17/10/2005,6821.115208
NE,Nordeste,18/10/2005,7153.395083
NE,Nordeste,19/10/2005,7140.57425
NE,Nordeste,20/10/2005,7169.755167
NE,Nordeste,21/10/2005,7220.62225
NE,Nordeste,22/10/2005,6844.562042
NE,Nordeste,23/10/2005,6171.361583
NE,Nordeste,24/10/2005,7067.566083
NE,Nordeste,25/10/2005,7277.279625
NE,Nordeste,26/10/2005,7237.576625
NE,Nordeste,27/10/2005,7304.587708
NE,Nordeste,28/10/2005,7157.350708
NE,Nordeste,29/10/2005,6859.937
NE,Nordeste,30/10/2005,6302.551
NE,Nordeste,31/10/2005,7085.3775
NE,Nordeste,01/11/2005,7125.920542
NE,Nordeste,02/11/2005,6434.151833
NE,Nordeste,03/11/2005,7154.595
NE,Nordeste,04/11/2005,7218.75625
NE,Nordeste,05/11/2005,6811.814167
NE,Nordeste,06/11/2005,6200.065917
NE,Nordeste,07/11/2005,7087.166167
NE,Nordeste,08/11/2005,7264.235292
NE,Nordeste,09/11/2005,7333.689083
NE,Nordeste,10/11/2005,7318.093125
NE,Nordeste,11/11/2005,7217.188792
NE,Nordeste,12/11/2005,6828.792583
NE,Nordeste,13/11/2005,6196.591
NE,Nordeste,14/11/2005,6618.165583
NE,Nordeste,15/11/2005,6387.581667
NE,Nordeste,16/11/2005,7056.577917
NE,Nordeste,17/11/2005,7165.509542
NE,Nordeste,18/11/2005,7213.959958
NE,Nordeste,19/11/2005,6885.315458
NE,Nordeste,20/11/2005,6353.897958
NE,Nordeste,21/11/2005,7188.165833
NE,Nordeste,22/11/2005,7417.644167
NE,Nordeste,23/11/2005,7457.405417
NE,Nordeste,24/11/2005,7441.352917
NE,Nordeste,25/11/2005,7292.350417
NE,Nordeste,26/11/2005,6836.6775
NE,Nordeste,27/11/2005,6347.155833
NE,Nordeste,28/11/2005,6985.624583
NE,Nordeste,29/11/2005,7131.445417
NE,Nordeste,30/11/2005,7073.874583
NE,Nordeste,01/12/2005,7181.9275
NE,Nordeste,02/12/2005,7219.338333
NE,Nordeste,03/12/2005,6907.767083
NE,Nordeste,04/12/2005,6291.161667
NE,Nordeste,05/12/2005,6923.468333
NE,Nordeste,06/12/2005,6925.754583
NE,Nordeste,07/12/2005,7040.6
NE,Nordeste,08/12/2005,6837.216667
NE,Nordeste,09/12/2005,7002.362917
NE,Nordeste,10/12/2005,6732.880417
NE,Nordeste,11/12/2005,6256.206667
NE,Nordeste,12/12/2005,7017.518333
NE,Nordeste,13/12/2005,7113.841667
NE,Nordeste,14/12/2005,7190.861667
NE,Nordeste,15/12/2005,7188.13125
NE,Nordeste,16/12/2005,7229.669583
NE,Nordeste,17/12/2005,6877.589583
NE,Nordeste,18/12/2005,6395.035417
NE,Nordeste,19/12/2005,7146.979583
NE,Nordeste,20/12/2005,7209.7125
NE,Nordeste,21/12/2005,7257.032917
NE,Nordeste,22/12/2005,7188.3225
NE,Nordeste,23/12/2005,7053.55125
NE,Nordeste,24/12/2005,6580.854583
NE,Nordeste,25/12/2005,5876.044167
NE,Nordeste,26/12/2005,6863.342083
NE,Nordeste,27/12/2005,7026.668333
NE,Nordeste,28/12/2005,6889.113333
NE,Nordeste,29/12/2005,6870.004167
NE,Nordeste,30/12/2005,6761.905417
NE,Nordeste,31/12/2005,6366.207917
NE,Nordeste,01/01/2006,5675.841667
NE,Nordeste,02/01/2006,6608.608333
NE,Nordeste,03/01/2006,6989.056667
NE,Nordeste,04/01/2006,7022.49125
NE,Nordeste,05/01/2006,7005.425833
NE,Nordeste,06/01/2006,7005.537917
NE,Nordeste,07/01/2006,6745.381667
NE,Nordeste,08/01/2006,6200.760417
NE,Nordeste,09/01/2006,7004.621667
NE,Nordeste,10/01/2006,7048.9925
NE,Nordeste,11/01/2006,7111.124167
NE,Nordeste,12/01/2006,7166.295
NE,Nordeste,13/01/2006,7203.51125
NE,Nordeste,14/01/2006,6800.511667
NE,Nordeste,15/01/2006,6207.43375
NE,Nordeste,16/01/2006,6987.219167
NE,Nordeste,17/01/2006,7193.34125
NE,Nordeste,18/01/2006,7231.601667
NE,Nordeste,19/01/2006,7165.612917
NE,Nordeste,20/01/2006,7107.405
NE,Nordeste,21/01/2006,6811.055833
NE,Nordeste,22/01/2006,6197.167083
NE,Nordeste,23/01/2006,6993.149167
NE,Nordeste,24/01/2006,7234.672083
NE,Nordeste,25/01/2006,7336.537083
NE,Nordeste,26/01/2006,7401.159167
NE,Nordeste,27/01/2006,7510.200833
