eta,n_estimators,max_depth,min_child_weight,reg_lambda,subsample,rmse_pred_train_avg,rmse_pred_train_stdev,rmse_pred_test_avg,rmse_pred_test_stdev,rmse_prog_avg,rmse_prog_stdev
0.12023239563982813,248,7,7,0.0380214033866858,0.7034038805317058,45.168657561432546,16.735867198047217,57.83270005110899,18.657894417978834,45.69189420487192,17.846520020287922
0.29309561904428444,283,5,1,0.00020886834627984702,0.9108140097672948,51.56284879199527,18.47054928307828,60.026270430963166,22.627521484065934,45.69189420487192,17.846520020287922
0.22629305155977283,294,4,4,0.06512076913833514,0.6327130641741807,50.908670023532224,14.826863388344938,61.00576514837359,26.61668557321014,45.69189420487192,17.846520020287922
0.3,100,6,1,1.0,1.0,61.15950766842117,27.263937208418643,61.520132941924224,20.857537832842418,45.69189420487192,17.846520020287922
0.27030896302654234,240,6,5,0.00033620254054730106,0.5126534574897532,56.49253483543433,30.37032671343684,61.935567397255014,31.648374322764123,45.69189420487192,17.846520020287922
0.24211535118378674,264,4,3,0.000625459203720977,0.7541007788116609,49.20122556213633,15.855824456243617,62.04674242507144,26.78482704896326,45.69189420487192,17.846520020287922
0.1256486118458392,144,10,1,98.31610662582491,0.8866030366355155,48.044349369247875,15.361387583271437,62.445756018275354,21.803028755333944,45.69189420487192,17.846520020287922
0.24003139526915254,135,3,5,60.55410544235778,0.5157059645620256,57.02599291576443,21.43753797481424,63.54915810504953,19.22840923056966,45.69189420487192,17.846520020287922
0.2966110645110179,119,3,3,0.007284807619846284,0.8273085596014708,59.74495158493576,22.962341005522866,63.869696443706836,23.7687322257779,45.69189420487192,17.846520020287922
0.1802214924180619,290,9,6,89.78289499411474,0.5645976154379602,42.50712057577085,11.506555134982468,64.81549610634595,20.92648886607472,45.69189420487192,17.846520020287922
0.20908211091322249,300,7,1,0.05851492596183472,0.6342846106876775,49.57884136445278,14.371960675467522,65.00294905957408,20.783608149022395,45.69189420487192,17.846520020287922
0.29822183925698154,107,3,7,0.4654666102234932,0.674690085667162,54.00922184532911,24.282111393516757,65.47109854112038,22.584820522707624,45.69189420487192,17.846520020287922
0.203849382053537,119,5,2,0.0005818827508923675,0.711746552859368,54.80842318005511,16.905285121734043,66.24825522217472,32.49632582615508,45.69189420487192,17.846520020287922
0.09245517890743207,176,7,3,23.775880528233223,0.8903392476857186,48.866047775158435,16.511402755804916,66.3496552701484,27.605798568984504,45.69189420487192,17.846520020287922
0.11375084875983046,102,9,3,0.0017930601067030318,0.779340235703423,48.25873899368201,18.88842833052029,66.40891514844277,18.02932491581896,45.69189420487192,17.846520020287922
0.28758428515169504,211,3,5,92.79503351278852,0.8299684067509183,58.68235588069863,16.623216182463437,66.61019205396197,23.924239578183215,45.69189420487192,17.846520020287922
0.05050298544351912,287,4,6,0.0008367483038334891,0.859958024609341,54.73178544716694,19.089900873386068,67.58625561714749,24.816866307875728,45.69189420487192,17.846520020287922
0.2945273771746262,166,3,4,94.87165172883734,0.8544024042056654,59.49397700985039,19.849516787105806,67.75068478942829,27.049506220244513,45.69189420487192,17.846520020287922
0.1898465582874384,280,3,1,0.00016861926902100093,0.6028133734431205,53.86655912232987,16.982287240244144,69.14635161623043,27.545004261713217,45.69189420487192,17.846520020287922
0.252855972246986,73,5,6,5.997659916589852,0.5848412701525367,50.41802578615106,20.132603452187386,69.27910828138113,25.490306374431103,45.69189420487192,17.846520020287922
0.24343948338000718,292,3,5,0.0008557113885177229,0.5379385361981274,54.3149793565199,16.541946532532407,69.41529210756183,23.66980977108947,45.69189420487192,17.846520020287922
0.08518919115524574,267,4,2,1.637119667270576,0.5732917771563735,48.773896181098536,21.40881036978911,71.62037462857421,29.558435549475085,45.69189420487192,17.846520020287922
0.09762980862982451,295,8,2,0.0753195140766509,0.845512684766531,48.03864269462958,14.239786276318842,71.72858248671432,31.70263838618505,45.69189420487192,17.846520020287922
0.20640091576090333,218,5,2,3.0798591360865757,0.9047451368948884,51.846352982885776,13.820774126574818,72.16397074468672,32.35889974334411,45.69189420487192,17.846520020287922
0.13016460576973243,268,10,1,0.00046519607499938433,0.5714626318121705,45.79276869782288,16.57801197974534,73.24287223524922,30.17976860507738,45.69189420487192,17.846520020287922
0.2782109229715241,292,7,7,0.5240704080944052,0.5070379831680625,48.397700576438204,19.501114119242338,74.40764097518613,24.153337410526987,45.69189420487192,17.846520020287922
