lambda_l1,max_depth,num_leaves,min_data_in_leaf,rmse_pred_train_avg,rmse_pred_train_stdev,rmse_pred_test_avg,rmse_pred_test_stdev,rmse_prog_avg,rmse_prog_stdev
0.1607016579170038,7,64,15,33.42774671182438,7.7546553551985875,33.00054568858226,10.347903646342507,45.69189420487192,17.846520020287922
0.07683281971057773,3,5,34,40.49870614057495,7.193057791480412,33.042436344730916,10.726033397623404,45.69189420487192,17.846520020287922
0.0005887983243642272,3,5,47,40.426729631062116,7.43011581195637,33.071528939638284,10.906478006786001,45.69189420487192,17.846520020287922
12.000406383112175,5,13,18,37.71524777153637,9.755117700518964,33.09969920199549,10.918480204896897,45.69189420487192,17.846520020287922
0.0016371196672705758,9,296,28,31.817529435971792,9.14671345664254,33.459025650966296,8.732371281993679,45.69189420487192,17.846520020287922
53.21574400186867,5,20,44,37.136846461389965,9.326740140050195,33.724472017049756,10.721781724222202,45.69189420487192,17.846520020287922
0.0007095391651557458,6,42,28,36.01206661711738,11.399491392584116,33.80076037917876,9.99174469348957,45.69189420487192,17.846520020287922
0.05161232448007856,7,69,37,33.28467447194622,8.85431292380203,33.84425564568292,10.072623146954726,45.69189420487192,17.846520020287922
20.824019551750986,5,12,18,38.63932520266609,10.301705808278593,33.98225032242776,10.345517864220426,45.69189420487192,17.846520020287922
0.21962660614923968,6,35,44,34.94666858277755,10.605504112592719,34.069388295961055,10.331072022898443,45.69189420487192,17.846520020287922
75.17403341033814,5,15,30,36.184167139718454,9.422886235023045,34.08720509860891,10.917399903291802,45.69189420487192,17.846520020287922
0.0006449938971975378,9,326,45,34.98920416176533,12.919124936449991,34.10542351219885,11.191277632826504,45.69189420487192,17.846520020287922
0.0004701782702790101,6,40,12,34.22842597330655,10.095863301098367,34.26090616281771,10.433607507914546,45.69189420487192,17.846520020287922
0.5349186692117999,5,12,38,38.41656031742639,7.687721148131427,34.3320809322875,11.397759629784392,45.69189420487192,17.846520020287922
0.2777618634996636,4,8,11,39.20342897555323,8.543404085503825,34.41229724659166,11.120611334317827,45.69189420487192,17.846520020287922
0.0006336447174943271,4,6,40,39.70567839747991,8.215096540746643,34.41716250260971,11.987241560071153,45.69189420487192,17.846520020287922
0.0,-1,31,20,33.1164456631272,11.720751932488149,34.44687752729147,10.36374291862941,45.69189420487192,17.846520020287922
0.038042150194936446,6,42,47,36.58897531931148,12.180805525586615,34.48650041995024,9.793236255225631,45.69189420487192,17.846520020287922
88.65060086964506,5,14,48,37.3406953076106,9.349043548198607,34.49982460111287,10.609356882380744,45.69189420487192,17.846520020287922
0.004450350186764976,6,36,46,34.95036713280389,9.180825998216584,34.50120062748819,10.78737454831192,45.69189420487192,17.846520020287922
0.47134622062741705,10,483,29,30.222056668664614,10.630666734076673,34.53586049353781,10.556031436674564,45.69189420487192,17.846520020287922
0.6284256874002544,5,19,47,36.55807761800807,9.206633937344023,34.57448228009273,10.869122658862237,45.69189420487192,17.846520020287922
5.268693466389915,6,28,15,34.739832432236625,12.642304083050604,34.68077322683976,9.984779281699536,45.69189420487192,17.846520020287922
0.03204515692001219,7,85,29,32.897209726757964,10.549586466716846,34.71570613114656,11.213412012478017,45.69189420487192,17.846520020287922
0.15014452014209276,7,54,12,32.211487076670124,8.236630125914175,34.73229909107729,9.886173721784544,45.69189420487192,17.846520020287922
0.005310384528521889,8,116,49,33.22081457849728,9.005174948325587,34.808582483731165,11.309778919709272,45.69189420487192,17.846520020287922
0.0006829936613759366,6,42,40,36.766588116093786,13.792763767343182,34.87101043453328,10.215261420569465,45.69189420487192,17.846520020287922
13.040126376098257,9,304,11,25.647327754154304,10.968243773201351,34.97645796533541,10.18745776036991,45.69189420487192,17.846520020287922
0.00012805331153124887,9,250,38,28.36992734978632,10.152512499137476,35.05341566017911,12.310788917422325,45.69189420487192,17.846520020287922
0.4418949214966704,8,133,30,32.23069420307443,11.658076888694634,35.17246246424435,10.271940414618944,45.69189420487192,17.846520020287922
5.736217815085882,8,118,22,32.702350502690855,9.222264527726727,35.19443694924697,10.781352852716255,45.69189420487192,17.846520020287922
3.609349744685212,3,3,23,42.328879402552076,10.873213287332185,35.262230738335,10.3634314913107,45.69189420487192,17.846520020287922
99.32122988376685,3,3,14,42.18612997841734,11.083802176231467,35.42634697020432,9.993247051348195,45.69189420487192,17.846520020287922
0.00044008663540849927,5,17,45,37.526529153854256,9.507776921389743,35.43280094199955,10.852472040028726,45.69189420487192,17.846520020287922
0.0007073339941834013,8,167,45,31.136569045068455,8.348271514329099,35.631932417339975,10.450709266846415,45.69189420487192,17.846520020287922
0.8213263989971099,9,209,42,30.951577467770463,9.169442912752228,35.83023814201422,10.960916285882156,45.69189420487192,17.846520020287922
0.0003382356301869518,10,619,28,27.372129718366455,9.431076928144275,36.31072322674459,10.798189496770753,45.69189420487192,17.846520020287922
0.0003457303452741633,9,333,22,29.093116754375146,7.546384895193575,36.36663840732771,9.303583342719886,45.69189420487192,17.846520020287922
96.09462866759077,9,256,11,24.56308213499031,11.339472259829156,36.82364296892115,9.837536551922591,45.69189420487192,17.846520020287922
0.03895245404937981,10,475,32,30.98202873528343,12.830222625116892,36.90334916545774,9.85726367215815,45.69189420487192,17.846520020287922
