alpha,rmse_pred_train_avg,rmse_pred_train_stdev,rmse_pred_test_avg,rmse_pred_test_stdev,rmse_prog_avg,rmse_prog_stdev
0.0001,44.04521022899178,11.655745674210898,40.398283853104004,9.327270294732946,45.69189420487192,17.846520020287922
0.001,44.04522758313186,11.655754133448665,40.39838519804006,9.327323061194036,45.69189420487192,17.846520020287922
0.01,44.04540153756053,11.655838851451534,40.39939632149179,9.327849834476435,45.69189420487192,17.846520020287922
0.1,44.04718076337788,11.656698140683693,40.40928004254009,9.333029515780881,45.69189420487192,17.846520020287922
1.0,44.067703251523106,11.666159935058166,40.489517650600895,9.377081472578531,45.69189420487192,17.846520020287922
10.0,44.26960000088637,11.766973545221047,40.714930172899386,9.53460786214183,45.69189420487192,17.846520020287922
100.0,44.73854107343572,11.994357148643354,40.75546088220786,9.57906268917021,45.69189420487192,17.846520020287922
